branch_id,branch_name,official_city,official_address,official_latitude,official_longitude,google_place_id,google_maps_url,branch_rating,branch_review_count,bayesian_adjusted_rating,analysed_review_count,review_sample_coverage,positive_review_count,neutral_review_count,negative_review_count,positive_review_pct,neutral_review_pct,negative_review_pct,review_sentiment_balance,review_sentiment_confidence,catchment_area_km2,observed_direct_competitor_count,observed_direct_density_per_km2,competitor_rating_weighted_by_reviews,branch_rating_gap_vs_competitor_weighted,self_overlap_pct,unique_coverage_pct,customer_signal_score,competitive_position_score,network_value_score,catchment_reach_score,branch_health_score,recommendation,decision_meaning,confidence_score,confidence_level,main_positive_drivers,main_negative_drivers,recommendation_explanation,decision_limitations,source,retrieved_at
47,Zayed International Airport,Abu Dhabi,"International Airport - Midfield Terminal, Abu Dhabi",24.4539811,54.627391,ChIJD4c_XalPXj4RdqRn4Ir54qU,https://maps.google.com/?cid=11953390735860409462&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA,4.9,534,4.73,500,0.94,490,0,10,98.0,0.0,2.0,96.0,HIGH,26.9405,27,1.0022,4.7308,0.1692,97.8997,2.1003,92.71,59.58,4.17,4.17,49.01,HOLD,Maintain and monitor; evidence is mixed or not decisive.,80,HIGH,customer review signal (+14.9); position versus local competitors (+2.4),unique network coverage (-13.8); 10-minute catchment reach (-4.6),HOLD: evidence is mixed. Strengths: customer review signal (+14.9); position versus local competitors (+2.4). Constraints: unique network coverage (-13.8); 10-minute catchment reach (-4.6).,"External-market decision support only. Revenue, profit, rent, utilization, customer origins and exhaustive competitor census are unavailable.",Google Places API (New),2026-09-02T15:15:30+00:00
28,City Walk,Dubai,"18A-06 Al Raha Street, City Walk",25.201991012471893,55.26383744697417,ChIJgarf82RCXz4Rk5W7_Oh9ZCM,https://maps.google.com/?cid=2550301728624579987&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA,4.6,855,4.6,500,0.58,436,11,53,87.2,2.2,10.6,76.6,HIGH,63.3815,58,0.9151,4.6946,-0.0946,7.0284,92.9716,40.0,30.0,79.17,37.5,49.0,HOLD,Maintain and monitor; evidence is mixed or not decisive.,80,HIGH,unique network coverage (+8.7),position versus local competitors (-5.0); customer review signal (-3.5),HOLD: evidence is mixed. Strengths: unique network coverage (+8.7). Constraints: position versus local competitors (-5.0); customer review signal (-3.5).,"External-market decision support only. Revenue, profit, rent, utilization, customer origins and exhaustive competitor census are unavailable.",Google Places API (New),2026-09-02T15:15:30+00:00
38,Delma,Abu Dhabi,"Shop 1 & 2 Kim Tower, Delma St (Al Nahayan Area), Abu Dhabi, UAE",24.4724285,54.3924925,ChIJ_Vu7UilmXj4R0AsGTzHwkaU,https://maps.google.com/?cid=11930580982451014608&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA,4.6,671,4.6,500,0.75,451,9,40,90.2,1.8,8.0,82.2,HIGH,92.5493,144,1.5559,4.6182,-0.0182,88.0304,11.9696,67.08,31.88,25.0,79.17,46.86,HOLD,Maintain and monitor; evidence is mixed or not decisive.,80,HIGH,customer review signal (+6.0); 10-minute catchment reach (+2.9),unique network coverage (-7.5); position versus local competitors (-4.5),HOLD: evidence is mixed. Strengths: customer review signal (+6.0); 10-minute catchment reach (+2.9). Constraints: unique network coverage (-7.5); position versus local competitors (-4.5).,"External-market decision support only. Revenue, profit, rent, utilization, customer origins and exhaustive competitor census are unavailable.",Google Places API (New),2026-09-02T15:15:30+00:00
52,Noya Plaza,Abu Dhabi,"Noya Plaza, East Yas - G 22 - Yas Island - YN7",24.4995864,54.625432,ChIJ8ZtA3AhPXj4R9bv4hORDLjI,https://maps.google.com/?cid=3615902199587585013&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA,4.7,209,4.63,209,1.0,193,0,16,92.34,0.0,7.66,84.69,HIGH,27.6288,23,0.8325,4.6034,0.0966,91.8162,8.1838,70.94,58.75,16.67,8.33,45.35,HOLD,Maintain and monitor; evidence is mixed or not decisive.,80,HIGH,customer review signal (+7.3); position versus local competitors (+2.2),unique network coverage (-10.0); 10-minute catchment reach (-4.2),HOLD: evidence is mixed. Strengths: customer review signal (+7.3); position versus local competitors (+2.2). Constraints: unique network coverage (-10.0); 10-minute catchment reach (-4.2).,"External-market decision support only. Revenue, profit, rent, utilization, customer origins and exhaustive competitor census are unavailable.",Google Places API (New),2026-09-02T15:15:30+00:00
29,Mirdif 35,Dubai,"Khansaheb Mirdif 35, Level 2, Unit L2 -10, Dubai, UAE",25.232337,55.433024,ChIJJym1WZlgXz4RDU-v4mRhckE,https://maps.google.com/?cid=4715938845738094349&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA,4.5,817,4.55,500,0.61,413,9,78,82.6,1.8,15.6,67.0,HIGH,81.3171,66,0.8116,4.5907,-0.0907,8.4067,91.5933,20.21,38.54,70.83,62.5,44.21,HOLD,Maintain and monitor; evidence is mixed or not decisive.,80,HIGH,unique network coverage (+6.3); 10-minute catchment reach (+1.2),customer review signal (-10.4); position versus local competitors (-2.9),HOLD: evidence is mixed. Strengths: unique network coverage (+6.3); 10-minute catchment reach (+1.2). Constraints: customer review signal (-10.4); position versus local competitors (-2.9).,"External-market decision support only. Revenue, profit, rent, utilization, customer origins and exhaustive competitor census are unavailable.",Google Places API (New),2026-09-02T15:15:30+00:00
34,Westyas Branch,Abu Dhabi,"Westyas Plaza, Yas Island, Abu Dhabi.",24.4934495,54.5870107,ChIJURfcOI9FXj4RQMm5phqBgY8,https://maps.google.com/?cid=10340688170885695808&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA,4.6,727,4.6,500,0.69,451,6,43,90.2,1.2,8.6,81.6,HIGH,40.4379,38,0.9397,4.7207,-0.1207,66.745,33.255,60.62,25.83,33.33,16.67,39.34,SHRINK,Priority for internal commercial review; not an automatic closure decision.,80,HIGH,customer review signal (+3.7),position versus local competitors (-6.0); unique network coverage (-5.0),"SHRINK/REVIEW: main constraints are position versus local competitors (-6.0); unique network coverage (-5.0). Check revenue, utilization and lease data before any action.","External-market decision support only. Revenue, profit, rent, utilization, customer origins and exhaustive competitor census are unavailable.",Google Places API (New),2026-09-02T15:15:30+00:00
44,Mohammed Bin Zayed City,Abu Dhabi,"Villa No: 5 69 Al Raqi St - Abu Dhabi, UAE",24.3663809,54.5403604,ChIJ1acVeH1HXj4RSli59C2hk2k,https://maps.google.com/?cid=7607601414310287434&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA,4.4,831,4.5,500,0.6,400,13,87,80.0,2.6,17.4,62.6,HIGH,84.3407,88,1.0434,4.5697,-0.1697,40.5389,59.4611,11.46,20.21,54.17,75.0,32.81,HOLD,Maintain and monitor; evidence is mixed or not decisive.,80,HIGH,10-minute catchment reach (+2.5); unique network coverage (+1.2),customer review signal (-13.5); position versus local competitors (-7.4),HOLD: evidence is mixed. Strengths: 10-minute catchment reach (+2.5); unique network coverage (+1.2). Constraints: customer review signal (-13.5); position versus local competitors (-7.4).,"External-market decision support only. Revenue, profit, rent, utilization, customer origins and exhaustive competitor census are unavailable.",Google Places API (New),2026-09-02T15:15:30+00:00
45,Al Maqta,Abu Dhabi,Opposite Fairmont Bab Al Bahr - Villa number: 31 - 2 Al Khor St - Al Maqta' - Abu Dhabi,24.4151334,54.4903463,ChIJIcgTO9ZDXj4RbWXJ_yrpjuM,https://maps.google.com/?cid=16397299664191841645&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA,4.6,1288,4.6,500,0.39,441,9,50,88.2,1.8,10.0,78.2,HIGH,67.0417,100,1.4916,4.5109,0.0891,95.1914,4.8086,41.46,42.92,8.33,45.83,32.32,SHRINK,Priority for internal commercial review; not an automatic closure decision.,80,HIGH,no above-network signal,unique network coverage (-12.5); customer review signal (-3.0),"SHRINK/REVIEW: main constraints are unique network coverage (-12.5); customer review signal (-3.0). Check revenue, utilization and lease data before any action.","External-market decision support only. Revenue, profit, rent, utilization, customer origins and exhaustive competitor census are unavailable.",Google Places API (New),2026-09-02T15:15:30+00:00
40,Khaleej Al Arabi,Abu Dhabi,"Opposite Al Bateen Gardens, Next to Mubarak Bin Muhamad School, Khaleej Al Arabi Street, Between Al Falah and Defence Road, Abu Dhabi, UAE.",24.4730534,54.3737489,ChIJ7Q7KjQNmXj4ROEhXBTwMTWk,https://maps.google.com/?cid=7587734399116331064&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,4.6,1737,4.6,500,0.29,442,5,53,88.4,1.0,10.6,77.8,HIGH,81.6967,144,1.7626,4.6285,-0.0285,91.589,8.411,36.46,23.54,20.83,66.67,31.56,SHRINK,Priority for internal commercial review; not an automatic closure decision.,80,HIGH,10-minute catchment reach (+1.7),unique network coverage (-8.7); position versus local competitors (-6.6),"SHRINK/REVIEW: main constraints are unique network coverage (-8.7); position versus local competitors (-6.6). Check revenue, utilization and lease data before any action.","External-market decision support only. Revenue, profit, rent, utilization, customer origins and exhaustive competitor census are unavailable.",Google Places API (New),2026-09-02T15:15:30+00:00
50,Al Jada,Sharjah,"Shop No. M-18, Misk 2, Muwaileh Trading, Sharjah",25.3192517,55.4795822,ChIJYcoAMNNfXz4RhygkXYRIdZk,https://maps.google.com/?cid=11057824193413654663&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA,4.5,613,4.56,500,0.82,441,7,52,88.2,1.4,10.4,77.8,HIGH,65.9891,172,2.6065,4.5075,-0.0075,81.3508,18.6492,33.75,25.83,29.17,41.67,31.19,SHRINK,Priority for internal commercial review; not an automatic closure decision.,80,HIGH,no above-network signal,unique network coverage (-6.2); position versus local competitors (-6.0),"SHRINK/REVIEW: main constraints are unique network coverage (-6.2); position versus local competitors (-6.0). Check revenue, utilization and lease data before any action.","External-market decision support only. Revenue, profit, rent, utilization, customer origins and exhaustive competitor census are unavailable.",Google Places API (New),2026-09-02T15:15:30+00:00
41,Khalifa City A,Abu Dhabi,"Villa 1, Casablanca Residence, Beside Mashreq Bank, Khalifa City A, Abu Dhabi, UAE",24.4400318,54.5989826,ChIJew69Lv1FXj4RjK59U-COz1k,https://maps.google.com/?cid=6471548283679256204&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA,4.5,2453,4.53,500,0.2,436,8,56,87.2,1.6,11.2,76.0,HIGH,56.4222,73,1.2938,4.5301,-0.0301,51.8772,48.1228,16.46,28.12,41.67,25.0,27.79,SHRINK,Priority for internal commercial review; not an automatic closure decision.,80,HIGH,no above-network signal,customer review signal (-11.7); position versus local competitors (-5.5),"SHRINK/REVIEW: main constraints are customer review signal (-11.7); position versus local competitors (-5.5). Check revenue, utilization and lease data before any action.","External-market decision support only. Revenue, profit, rent, utilization, customer origins and exhaustive competitor census are unavailable.",Google Places API (New),2026-09-02T15:15:30+00:00
