branch_id,branch_name,travel_minutes,competitor_place_id,competitor_name,competitor_tier,competitor_rating,competitor_review_count,competitor_latitude,competitor_longitude,relationship_method,competitor_data_scope
37,Al Ain,5,ChIJJVYkZ4Kzij4REDyJZyiYQC8,Shouq Beauty Salon,DIRECT,4.4,749.0,24.2336944,55.6816758,competitor point covered by destination drive-time polygon,Observed Google Places competitors from the defined adaptive search; not an exhaustive UAE business census
37,Al Ain,5,ChIJJT6mDpGtij4RQ6hVVFR3VHY,Spa Alain,DIRECT,,,24.2219045,55.6503941,competitor point covered by destination drive-time polygon,Observed Google Places competitors from the defined adaptive search; not an exhaustive UAE business census
37,Al Ain,5,ChIJ7ZcjXACxij4Rp1-jfjC1aBo,الأناقة,DIRECT,5.0,2.0,24.2197975,55.6962831,competitor point covered by destination drive-time polygon,Observed Google Places competitors from the defined adaptive search; not an exhaustive UAE business census
37,Al Ain,5,ChIJT9zKTQCtij4R9rasGY62a9s,صالون املوشي,DIRECT,,,24.2336479,55.6667711,competitor point covered by destination drive-time polygon,Observed Google Places competitors from the defined adaptive search; not an exhaustive UAE business census
37,Al Ain,5,ChIJx77OIACtij4RWaSVGi1r4L4,صالون سونا المرخانية sona salon,DIRECT,2.3,10.0,24.2282558,55.6676442,competitor point covered by destination drive-time polygon,Observed Google Places competitors from the defined adaptive search; not an exhaustive UAE business census
37,Al Ain,5,ChIJdYoDDmKtij4R1CnCBKUsNvI,فيروم سبا - Virum Spa,DIRECT,4.5,184.0,24.2268223,55.6600935,competitor point covered by destination drive-time polygon,Observed Google Places competitors from the defined adaptive search; not an exhaustive UAE business census
37,Al Ain,5,ChIJN5j0wUWxij4R8TN2xJxsI3M,فينثورا الطبي,DIRECT,1.0,8.0,24.2119241,55.6846738,competitor point covered by destination drive-time polygon,Observed Google Places competitors from the defined adaptive search; not an exhaustive UAE business census
37,Al Ain,5,ChIJ-Y-shROzij4REi_nYgYTzNs,كارلفت سيدة للسيدات,DIRECT,,,24.2439766,55.6778932,competitor point covered by destination drive-time polygon,Observed Google Places competitors from the defined adaptive search; not an exhaustive UAE business census
37,Al Ain,5,ChIJu34BNYyxij4RotZtIy2lDLw,مركز الرغوة الناعمة,DIRECT,3.6,25.0,24.2201629,55.6955012,competitor point covered by destination drive-time polygon,Observed Google Places competitors from the defined adaptive search; not an exhaustive UAE business census
37,Al Ain,5,ChIJUX0YRACzij4RNc56QEVDc20,نادي ريكوفري الصحي Recovery Health Club,DIRECT,4.8,205.0,24.2316519,55.6756132,competitor point covered by destination drive-time polygon,Observed Google Places competitors from the defined adaptive search; not an exhaustive UAE business census
37,Al Ain,10,ChIJibBV38Gvij4RoFsZ8CCRwPc,King river spa,ADJACENT,4.4,166.0,24.2057574,55.6549385,competitor point covered by destination drive-time polygon,Observed Google Places competitors from the defined adaptive search; not an exhaustive UAE business census
37,Al Ain,10,ChIJzQADgQ-zij4R4zEDCBluHu8,Kristal beauty salon,ADJACENT,,,24.2382931,55.6974669,competitor point covered by destination drive-time polygon,Observed Google Places competitors from the defined adaptive search; not an exhaustive UAE business census
37,Al Ain,10,ChIJAVs5Tluxij4Rr9CuPi7hmPI,Lunar wellness spa,ADJACENT,4.1,27.0,24.2218377,55.6942223,competitor point covered by destination drive-time polygon,Observed Google Places competitors from the defined adaptive search; not an exhaustive UAE business census
37,Al Ain,10,ChIJS_3ToSOvij4Rf1Kgjs1h-4I,Reflection Spa & Saloon franz,ADJACENT,4.0,4.0,24.1986392,55.6630628,competitor point covered by destination drive-time polygon,Observed Google Places competitors from the defined adaptive search; not an exhaustive UAE business census
37,Al Ain,10,ChIJQ4TtbD2xij4RCMMnJhlNJ5o,The Muse UAE Boutique Spa Al Ain,ADJACENT,4.8,1341.0,24.220337,55.6939992,competitor point covered by destination drive-time polygon,Observed Google Places competitors from the defined adaptive search; not an exhaustive UAE business census
37,Al Ain,10,ChIJj_uVRRiuij4RQm0_-G-v1tg,Tmkn fitness,ADJACENT,3.8,16.0,24.1998171,55.6596738,competitor point covered by destination drive-time polygon,Observed Google Places competitors from the defined adaptive search; not an exhaustive UAE business census
37,Al Ain,10,ChIJgWJT_Pqtij4RZQmHlcShzKc,إليجانت بيوتي لونج للسيدات,ADJACENT,4.4,21.0,24.2267401,55.6603039,competitor point covered by destination drive-time polygon,Observed Google Places competitors from the defined adaptive search; not an exhaustive UAE business census
37,Al Ain,10,ChIJUyeuawC3ij4RNwdUV2e3IPs,/,DIRECT,5.0,4.0,24.220272,55.7142228,competitor point covered by destination drive-time polygon,Observed Google Places competitors from the defined adaptive search; not an exhaustive UAE business census
37,Al Ain,10,ChIJSW3Wc6Cvij4RVqmVUXRIPfY,369 Beauty Ladies Center,DIRECT,4.7,85.0,24.212964,55.6667035,competitor point covered by destination drive-time polygon,Observed Google Places competitors from the defined adaptive search; not an exhaustive UAE business census
37,Al Ain,10,ChIJ4TNJ_Beuij4RbLLgYvIfAOU,ALTA Styles,DIRECT,3.3,3.0,24.1974883,55.65740530000001,competitor point covered by destination drive-time polygon,Observed Google Places competitors from the defined adaptive search; not an exhaustive UAE business census
37,Al Ain,10,ChIJL9iC5tizij4RuyXvlC7IdFo,Addis Ababa salon,DIRECT,3.3,3.0,24.2333511,55.7034008,competitor point covered by destination drive-time polygon,Observed Google Places competitors from the defined adaptive search; not an exhaustive UAE business census
37,Al Ain,10,ChIJBeU6eomzij4RQI0dC_6vJyM,Al jimi mall Brush and Blush Beauty Parlour,DIRECT,3.9,158.0,24.2145111,55.672177700000006,competitor point covered by destination drive-time polygon,Observed Google Places competitors from the defined adaptive search; not an exhaustive UAE business census
37,Al Ain,10,ChIJ16Zlg3Cvij4RSAL9vtSZD24,AlFal Beauty Center - Alain,DIRECT,4.3,80.0,24.1985625,55.6631875,competitor point covered by destination drive-time polygon,Observed Google Places competitors from the defined adaptive search; not an exhaustive UAE business census
37,Al Ain,10,ChIJ1-qvRX2xij4R-07uCE0TOyY,Amarei Beauty Spa | For Ladies,DIRECT,4.4,28.0,24.220744,55.7130651,competitor point covered by destination drive-time polygon,Observed Google Places competitors from the defined adaptive search; not an exhaustive UAE business census
37,Al Ain,10,ChIJb34n5hCuij4RqiS1VgZaSnk,Amber Spa & Beauty Lounge LLC,DIRECT,4.5,383.0,24.202061,55.6531596,competitor point covered by destination drive-time polygon,Observed Google Places competitors from the defined adaptive search; not an exhaustive UAE business census
37,Al Ain,10,ChIJzzbywhyyij4RijXShawdh7I,Amro Ladies Salon,DIRECT,4.6,448.0,24.2276847,55.6815978,competitor point covered by destination drive-time polygon,Observed Google Places competitors from the defined adaptive search; not an exhaustive UAE business census
37,Al Ain,10,ChIJFSNK1MOzij4RQf8QpfrN95E,Base beauty and spa,DIRECT,4.0,130.0,24.2211019,55.6960058,competitor point covered by destination drive-time polygon,Observed Google Places competitors from the defined adaptive search; not an exhaustive UAE business census
37,Al Ain,10,ChIJPd269Eivij4RdjSUpOsmWis,Bishkek Beauty salon Al Ain,DIRECT,4.6,139.0,24.1981767,55.6619256,competitor point covered by destination drive-time polygon,Observed Google Places competitors from the defined adaptive search; not an exhaustive UAE business census
37,Al Ain,10,ChIJkwV77Zmvij4RbWKomCxWpSU,Blue Moon Saloon .gentes,DIRECT,4.1,24.0,24.198216,55.661817,competitor point covered by destination drive-time polygon,Observed Google Places competitors from the defined adaptive search; not an exhaustive UAE business census
37,Al Ain,10,ChIJJd_Y08Kxij4R755rwM1pNxY,Brush and Blush Beauty Parlour Al Markhaniyyah,DIRECT,4.5,242.0,24.2147546,55.6738294,competitor point covered by destination drive-time polygon,Observed Google Places competitors from the defined adaptive search; not an exhaustive UAE business census
37,Al Ain,10,ChIJj5pu4Jmvij4R8VxjaZq3GhM,City saloon tawam,DIRECT,5.0,3.0,24.1929643,55.6465831,competitor point covered by destination drive-time polygon,Observed Google Places competitors from the defined adaptive search; not an exhaustive UAE business census
37,Al Ain,10,ChIJ7S7Bhpetij4RMJrRBcMy2X4,Ella Vera Spa Lounge,DIRECT,4.9,355.0,24.2180914,55.6402674,competitor point covered by destination drive-time polygon,Observed Google Places competitors from the defined adaptive search; not an exhaustive UAE business census
37,Al Ain,10,ChIJzZzwdvyzij4R93q2jmrkT9g,Emirates platinum ladies center,DIRECT,4.4,31.0,24.2421228,55.712899,competitor point covered by destination drive-time polygon,Observed Google Places competitors from the defined adaptive search; not an exhaustive UAE business census
37,Al Ain,10,ChIJ75l9fqixij4RCKBHJGfstZY,Fankosha Beauty Center | مركز فنكوشة للتجميل,DIRECT,4.7,19.0,24.2027461,55.6728747,competitor point covered by destination drive-time polygon,Observed Google Places competitors from the defined adaptive search; not an exhaustive UAE business census
37,Al Ain,10,ChIJUcv0Wo2vij4RGxp4BAsn7bU,H R World Beauty Salon,DIRECT,4.6,102.0,24.1981152,55.6617489,competitor point covered by destination drive-time polygon,Observed Google Places competitors from the defined adaptive search; not an exhaustive UAE business census
37,Al Ain,10,ChIJuUBGT9mtij4RX6VbfPTF0gU,HANA ROYAL BEAUTY SALON,DIRECT,3.3,3.0,24.2180534,55.6405857,competitor point covered by destination drive-time polygon,Observed Google Places competitors from the defined adaptive search; not an exhaustive UAE business census
37,Al Ain,10,ChIJhasCFAavij4RTLvJROlIaJc,Hidden beauty Lounge,DIRECT,4.8,93.0,24.198339300000004,55.6616575,competitor point covered by destination drive-time polygon,Observed Google Places competitors from the defined adaptive search; not an exhaustive UAE business census
37,Al Ain,10,ChIJzVM6DwCtij4RkvOo_mxu4bw,History Beauty Center مركز التاريخ للتجميل,DIRECT,4.4,7.0,24.2283529,55.6676808,competitor point covered by destination drive-time polygon,Observed Google Places competitors from the defined adaptive search; not an exhaustive UAE business census
37,Al Ain,10,ChIJLZQi5qixij4RayvhFBBxGFI,Hush Spa Ladies Centre,DIRECT,4.2,60.0,24.1982054,55.709481100000005,competitor point covered by destination drive-time polygon,Observed Google Places competitors from the defined adaptive search; not an exhaustive UAE business census
37,Al Ain,10,ChIJhWHkbROzij4R3nbF40YZU9s,La Bela Princino Beauty Center,DIRECT,4.8,69.0,24.2425572,55.7054721,competitor point covered by destination drive-time polygon,Observed Google Places competitors from the defined adaptive search; not an exhaustive UAE business census
37,Al Ain,10,ChIJMcqDKaKtij4RP-EC5vE9v8E,La Poupee Beauty Center - AL AIN,DIRECT,4.7,388.0,24.2244724,55.6530285,competitor point covered by destination drive-time polygon,Observed Google Places competitors from the defined adaptive search; not an exhaustive UAE business census
37,Al Ain,10,ChIJ17kOD-exij4RJ9DJM4hBxCo,Lavita Beauty Center,DIRECT,4.0,165.0,24.2042188,55.6764394,competitor point covered by destination drive-time polygon,Observed Google Places competitors from the defined adaptive search; not an exhaustive UAE business census
37,Al Ain,10,ChIJqatRyVqtij4RZZjneBXxA_Y,MAISON DU GLAMOUR LADIES BEAUTY SALON,DIRECT,3.8,25.0,24.2206031,55.640762,competitor point covered by destination drive-time polygon,Observed Google Places competitors from the defined adaptive search; not an exhaustive UAE business census
37,Al Ain,10,ChIJ7XCqrZazij4RzL7krO5dGcc,Macsister,DIRECT,5.0,2.0,24.2370242,55.7146222,competitor point covered by destination drive-time polygon,Observed Google Places competitors from the defined adaptive search; not an exhaustive UAE business census
37,Al Ain,10,ChIJpxOOGEuzij4RuKvHVHiPZDk,Madhah Hair Cutting Saloon,DIRECT,,,24.2460123,55.6942591,competitor point covered by destination drive-time polygon,Observed Google Places competitors from the defined adaptive search; not an exhaustive UAE business census
37,Al Ain,10,ChIJXReqYQKuij4RfM51Db0DhR0,Maison De Joelle Al Ain,DIRECT,3.6,78.0,24.2130956,55.667736,competitor point covered by destination drive-time polygon,Observed Google Places competitors from the defined adaptive search; not an exhaustive UAE business census
37,Al Ain,10,ChIJWUyAG3Gzij4RhQBnPkdegb4,Miss elegant,DIRECT,,,24.2304481,55.6879885,competitor point covered by destination drive-time polygon,Observed Google Places competitors from the defined adaptive search; not an exhaustive UAE business census
37,Al Ain,10,ChIJ6Vqaz22zij4RXNfJYsXsWJA,Most glam ladies salon,DIRECT,3.7,15.0,24.239085100000004,55.6961703,competitor point covered by destination drive-time polygon,Observed Google Places competitors from the defined adaptive search; not an exhaustive UAE business census
37,Al Ain,10,ChIJMU5vP36xij4R7f2yKKT8OOw,MÉLANGE BEAUTÉ,DIRECT,4.7,43.0,24.2217804,55.6940068,competitor point covered by destination drive-time polygon,Observed Google Places competitors from the defined adaptive search; not an exhaustive UAE business census
37,Al Ain,10,ChIJE79PNEezij4RBibrYfJhS7M,NAULA,DIRECT,4.1,79.0,24.2418225,55.7178613,competitor point covered by destination drive-time polygon,Observed Google Places competitors from the defined adaptive search; not an exhaustive UAE business census
37,Al Ain,10,ChIJz2y9eACxij4RsbndWqEjBRc,Need Spa & Dalkah House,DIRECT,4.0,29.0,24.2204194,55.6941554,competitor point covered by destination drive-time polygon,Observed Google Places competitors from the defined adaptive search; not an exhaustive UAE business census
37,Al Ain,10,ChIJp9ytd6ixij4RjF79c_A7Clk,OCEAN BEAUTY CENTER- Alkhabisi (main branch),DIRECT,4.6,895.0,24.2190032,55.6873735,competitor point covered by destination drive-time polygon,Observed Google Places competitors from the defined adaptive search; not an exhaustive UAE business census
37,Al Ain,10,ChIJG1pmtnGvij4RHhOTDoimxGU,Ondas Ladies Beauty Center مركز أونداس للتجميل للسيدات,DIRECT,4.5,66.0,24.1984332,55.6626772,competitor point covered by destination drive-time polygon,Observed Google Places competitors from the defined adaptive search; not an exhaustive UAE business census
37,Al Ain,10,ChIJLXJNyeatij4RT2-2Q09JYw4,Oriental Beauty Lounge - Al Ain City,DIRECT,4.5,254.0,24.221936,55.6504443,competitor point covered by destination drive-time polygon,Observed Google Places competitors from the defined adaptive search; not an exhaustive UAE business census
37,Al Ain,10,ChIJFxt_UT6vij4RRApoki-kaTw,Piano salon,DIRECT,2.9,7.0,24.1981845,55.6618293,competitor point covered by destination drive-time polygon,Observed Google Places competitors from the defined adaptive search; not an exhaustive UAE business census
37,Al Ain,10,ChIJV70DgtGzij4RRh6_4hZV550,Rapunzel spa,DIRECT,4.3,88.0,24.2218061,55.6940991,competitor point covered by destination drive-time polygon,Observed Google Places competitors from the defined adaptive search; not an exhaustive UAE business census
37,Al Ain,10,ChIJs0pW-oqxij4RD1dWYgW7sEQ,Rival Salon,DIRECT,4.8,367.0,24.2050193,55.6784092,competitor point covered by destination drive-time polygon,Observed Google Places competitors from the defined adaptive search; not an exhaustive UAE business census
37,Al Ain,10,ChIJ41I_Tm-xij4RGDLRsXuw3Ow,Royal Nails Beauty Lounge,DIRECT,4.5,191.0,24.2088814,55.6876623,competitor point covered by destination drive-time polygon,Observed Google Places competitors from the defined adaptive search; not an exhaustive UAE business census
37,Al Ain,10,ChIJE5gFvtKzij4R686ZJdYDvBM,Salon Reem Al Bawadi,DIRECT,4.1,37.0,24.2121608,55.6959787,competitor point covered by destination drive-time polygon,Observed Google Places competitors from the defined adaptive search; not an exhaustive UAE business census
37,Al Ain,10,ChIJJVYkZ4Kzij4REDyJZyiYQC8,Shouq Beauty Salon,DIRECT,4.4,749.0,24.2336944,55.6816758,competitor point covered by destination drive-time polygon,Observed Google Places competitors from the defined adaptive search; not an exhaustive UAE business census
37,Al Ain,10,ChIJJT6mDpGtij4RQ6hVVFR3VHY,Spa Alain,DIRECT,,,24.2219045,55.6503941,competitor point covered by destination drive-time polygon,Observed Google Places competitors from the defined adaptive search; not an exhaustive UAE business census
37,Al Ain,10,ChIJDUAQUwCvij4RxvPzndlEkBs,TAIF BEAUTY SALON ASHARIJ,DIRECT,5.0,2.0,24.2083406,55.656448,competitor point covered by destination drive-time polygon,Observed Google Places competitors from the defined adaptive search; not an exhaustive UAE business census
37,Al Ain,10,ChIJeyjXNgCvij4R3MKT6a88heY,TAIF BEAUTY SALON ASHARIJ BRANCH ALAIN,DIRECT,4.6,117.0,24.2046731,55.6525004,competitor point covered by destination drive-time polygon,Observed Google Places competitors from the defined adaptive search; not an exhaustive UAE business census
37,Al Ain,10,ChIJ-_Jmvj2vij4Rzs_B58K1mgI,THE GLAM SALON,DIRECT,3.7,22.0,24.1989977,55.6638688,competitor point covered by destination drive-time polygon,Observed Google Places competitors from the defined adaptive search; not an exhaustive UAE business census
37,Al Ain,10,ChIJaRyRTE-xij4ROKfEGjuBN00,The Space Beauty Lounge Al Ain,DIRECT,4.2,309.0,24.2167021,55.7052835,competitor point covered by destination drive-time polygon,Observed Google Places competitors from the defined adaptive search; not an exhaustive UAE business census
37,Al Ain,10,ChIJARdJKW-xij4RS5nwkneYuBA,Ushi Nail Spa Al Ain Square,DIRECT,4.6,584.0,24.2436633,55.7169567,competitor point covered by destination drive-time polygon,Observed Google Places competitors from the defined adaptive search; not an exhaustive UAE business census
37,Al Ain,10,ChIJGY_KeQCzij4RqsPrFl-0GpM,Viorica Ladies Beauty Centre,DIRECT,4.9,106.0,24.2555211,55.6900859,competitor point covered by destination drive-time polygon,Observed Google Places competitors from the defined adaptive search; not an exhaustive UAE business census
37,Al Ain,10,ChIJU4NjYgCxij4RBcwdPx0x-yU,Yasmeen henna Beauty salon,DIRECT,4.7,158.0,24.2027705,55.6729938,competitor point covered by destination drive-time polygon,Observed Google Places competitors from the defined adaptive search; not an exhaustive UAE business census
37,Al Ain,10,ChIJZ06Rl2evij4RKK5i-cGvy1I,"Zahraa Al Ward, Ladies Salon",DIRECT,4.8,4.0,24.2105124,55.6617286,competitor point covered by destination drive-time polygon,Observed Google Places competitors from the defined adaptive search; not an exhaustive UAE business census
37,Al Ain,10,ChIJoT6bF5-vij4RIQkvhC95ltA,jehan Beauty Salon - صالون جيهان للتجميل,DIRECT,5.0,62.0,24.1980769,55.6619115,competitor point covered by destination drive-time polygon,Observed Google Places competitors from the defined adaptive search; not an exhaustive UAE business census
37,Al Ain,10,ChIJ7ZcjXACxij4Rp1-jfjC1aBo,الأناقة,DIRECT,5.0,2.0,24.2197975,55.6962831,competitor point covered by destination drive-time polygon,Observed Google Places competitors from the defined adaptive search; not an exhaustive UAE business census
37,Al Ain,10,ChIJGbhzeuexij4Ra090LoMMZkM,بريتي لارينا سبا العين,DIRECT,3.7,26.0,24.2089948,55.688223,competitor point covered by destination drive-time polygon,Observed Google Places competitors from the defined adaptive search; not an exhaustive UAE business census
37,Al Ain,10,ChIJp-3AC5Sxij4RtDixqNw1tow,روج البنفسج لتجميل السيدات,DIRECT,4.7,3.0,24.2120177,55.6956062,competitor point covered by destination drive-time polygon,Observed Google Places competitors from the defined adaptive search; not an exhaustive UAE business census
37,Al Ain,10,ChIJT9zKTQCtij4R9rasGY62a9s,صالون املوشي,DIRECT,,,24.2336479,55.6667711,competitor point covered by destination drive-time polygon,Observed Google Places competitors from the defined adaptive search; not an exhaustive UAE business census
37,Al Ain,10,ChIJ1VSBXQCxij4RNQaz7fTMu2M,صالون تجميل خدمات منزلية,DIRECT,,,24.2178779,55.7061462,competitor point covered by destination drive-time polygon,Observed Google Places competitors from the defined adaptive search; not an exhaustive UAE business census
37,Al Ain,10,ChIJb5yGfgCxij4Rpc-SpgGqT6c,صالون رحاب بيوتي,DIRECT,5.0,4.0,24.217873,55.7062797,competitor point covered by destination drive-time polygon,Observed Google Places competitors from the defined adaptive search; not an exhaustive UAE business census
37,Al Ain,10,ChIJnwr5NkOvij4RmdNyeS6uroo,صالون ريفيرا,DIRECT,4.2,28.0,24.1979989,55.6592883,competitor point covered by destination drive-time polygon,Observed Google Places competitors from the defined adaptive search; not an exhaustive UAE business census
37,Al Ain,10,ChIJx77OIACtij4RWaSVGi1r4L4,صالون سونا المرخانية sona salon,DIRECT,2.3,10.0,24.2282558,55.6676442,competitor point covered by destination drive-time polygon,Observed Google Places competitors from the defined adaptive search; not an exhaustive UAE business census
37,Al Ain,10,ChIJkbpRWACvij4RvV8mBcToWBE,صالون ميس وررد,DIRECT,4.0,181.0,24.1982389,55.661967,competitor point covered by destination drive-time polygon,Observed Google Places competitors from the defined adaptive search; not an exhaustive UAE business census
37,Al Ain,10,ChIJdYoDDmKtij4R1CnCBKUsNvI,فيروم سبا - Virum Spa,DIRECT,4.5,184.0,24.2268223,55.6600935,competitor point covered by destination drive-time polygon,Observed Google Places competitors from the defined adaptive search; not an exhaustive UAE business census
37,Al Ain,10,ChIJN5j0wUWxij4R8TN2xJxsI3M,فينثورا الطبي,DIRECT,1.0,8.0,24.2119241,55.6846738,competitor point covered by destination drive-time polygon,Observed Google Places competitors from the defined adaptive search; not an exhaustive UAE business census
37,Al Ain,10,ChIJ-Y-shROzij4REi_nYgYTzNs,كارلفت سيدة للسيدات,DIRECT,,,24.2439766,55.6778932,competitor point covered by destination drive-time polygon,Observed Google Places competitors from the defined adaptive search; not an exhaustive UAE business census
37,Al Ain,10,ChIJu34BNYyxij4RotZtIy2lDLw,مركز الرغوة الناعمة,DIRECT,3.6,25.0,24.2201629,55.6955012,competitor point covered by destination drive-time polygon,Observed Google Places competitors from the defined adaptive search; not an exhaustive UAE business census
37,Al Ain,10,ChIJHYmgppuxij4RKP9R7btrgyE,مركز داماس للحناء و تجميل السيدات Damas Henna & Beauty Center,DIRECT,4.4,343.0,24.2171683,55.7059905,competitor point covered by destination drive-time polygon,Observed Google Places competitors from the defined adaptive search; not an exhaustive UAE business census
37,Al Ain,10,ChIJUX0YRACzij4RNc56QEVDc20,نادي ريكوفري الصحي Recovery Health Club,DIRECT,4.8,205.0,24.2316519,55.6756132,competitor point covered by destination drive-time polygon,Observed Google Places competitors from the defined adaptive search; not an exhaustive UAE business census
37,Al Ain,15,ChIJibBV38Gvij4RoFsZ8CCRwPc,King river spa,ADJACENT,4.4,166.0,24.2057574,55.6549385,competitor point covered by destination drive-time polygon,Observed Google Places competitors from the defined adaptive search; not an exhaustive UAE business census
37,Al Ain,15,ChIJzQADgQ-zij4R4zEDCBluHu8,Kristal beauty salon,ADJACENT,,,24.2382931,55.6974669,competitor point covered by destination drive-time polygon,Observed Google Places competitors from the defined adaptive search; not an exhaustive UAE business census
37,Al Ain,15,ChIJAVs5Tluxij4Rr9CuPi7hmPI,Lunar wellness spa,ADJACENT,4.1,27.0,24.2218377,55.6942223,competitor point covered by destination drive-time polygon,Observed Google Places competitors from the defined adaptive search; not an exhaustive UAE business census
37,Al Ain,15,ChIJS_3ToSOvij4Rf1Kgjs1h-4I,Reflection Spa & Saloon franz,ADJACENT,4.0,4.0,24.1986392,55.6630628,competitor point covered by destination drive-time polygon,Observed Google Places competitors from the defined adaptive search; not an exhaustive UAE business census
