branch_id,branch_name,travel_minutes,catchment_area_km2,shared_with_any_bedashing_area_km2,self_overlap_pct,unique_coverage_area_km2,unique_coverage_pct,catchment_data_scope
28,City Walk,5,8.1436,0.0,0.0,8.1436,100.0,Modelled destination drive-time isochrone from OpenStreetMap road-network data; not an observed customer-origin catchment and not live-traffic based
28,City Walk,10,63.3815,4.4547,7.0284,58.9268,92.9716,Modelled destination drive-time isochrone from OpenStreetMap road-network data; not an observed customer-origin catchment and not live-traffic based
28,City Walk,15,152.5416,103.2818,67.7073,49.2598,32.2927,Modelled destination drive-time isochrone from OpenStreetMap road-network data; not an observed customer-origin catchment and not live-traffic based
38,Delma,5,28.8073,13.2371,45.9503,15.5703,54.0497,Modelled destination drive-time isochrone from OpenStreetMap road-network data; not an observed customer-origin catchment and not live-traffic based
38,Delma,10,92.5493,81.4715,88.0304,11.0778,11.9696,Modelled destination drive-time isochrone from OpenStreetMap road-network data; not an observed customer-origin catchment and not live-traffic based
38,Delma,15,171.8725,167.0642,97.2024,4.8083,2.7976,Modelled destination drive-time isochrone from OpenStreetMap road-network data; not an observed customer-origin catchment and not live-traffic based
32,Jumeirah Park,5,9.9646,0.0,0.0,9.9646,100.0,Modelled destination drive-time isochrone from OpenStreetMap road-network data; not an observed customer-origin catchment and not live-traffic based
32,Jumeirah Park,10,56.2511,9.6612,17.1751,46.5899,82.8249,Modelled destination drive-time isochrone from OpenStreetMap road-network data; not an observed customer-origin catchment and not live-traffic based
32,Jumeirah Park,15,187.3013,138.1475,73.7568,49.154,26.2433,Modelled destination drive-time isochrone from OpenStreetMap road-network data; not an observed customer-origin catchment and not live-traffic based
40,Khaleej Al Arabi,5,29.4027,13.2371,45.0199,16.1656,54.9801,Modelled destination drive-time isochrone from OpenStreetMap road-network data; not an observed customer-origin catchment and not live-traffic based
40,Khaleej Al Arabi,10,81.6967,74.8252,91.589,6.8715,8.411,Modelled destination drive-time isochrone from OpenStreetMap road-network data; not an observed customer-origin catchment and not live-traffic based
40,Khaleej Al Arabi,15,162.5598,160.1393,98.511,2.4205,1.489,Modelled destination drive-time isochrone from OpenStreetMap road-network data; not an observed customer-origin catchment and not live-traffic based
41,Khalifa City A,5,9.1716,0.0,0.0,9.1716,100.0,Modelled destination drive-time isochrone from OpenStreetMap road-network data; not an observed customer-origin catchment and not live-traffic based
41,Khalifa City A,10,56.4222,29.2703,51.8772,27.1519,48.1228,Modelled destination drive-time isochrone from OpenStreetMap road-network data; not an observed customer-origin catchment and not live-traffic based
41,Khalifa City A,15,203.6301,182.2548,89.5029,21.3753,10.4971,Modelled destination drive-time isochrone from OpenStreetMap road-network data; not an observed customer-origin catchment and not live-traffic based
43,Ministries Complex,5,8.3253,2.4687,29.6526,5.8567,70.3474,Modelled destination drive-time isochrone from OpenStreetMap road-network data; not an observed customer-origin catchment and not live-traffic based
43,Ministries Complex,10,70.6779,67.1758,95.045,3.5021,4.955,Modelled destination drive-time isochrone from OpenStreetMap road-network data; not an observed customer-origin catchment and not live-traffic based
43,Ministries Complex,15,210.5325,210.0404,99.7663,0.4921,0.2337,Modelled destination drive-time isochrone from OpenStreetMap road-network data; not an observed customer-origin catchment and not live-traffic based
29,Mirdif 35,5,8.411,0.0,0.0,8.411,100.0,Modelled destination drive-time isochrone from OpenStreetMap road-network data; not an observed customer-origin catchment and not live-traffic based
29,Mirdif 35,10,81.3171,6.8361,8.4067,74.481,91.5933,Modelled destination drive-time isochrone from OpenStreetMap road-network data; not an observed customer-origin catchment and not live-traffic based
29,Mirdif 35,15,275.7556,175.2392,63.5487,100.5164,36.4513,Modelled destination drive-time isochrone from OpenStreetMap road-network data; not an observed customer-origin catchment and not live-traffic based
44,Mohammed Bin Zayed City,5,16.2684,0.0,0.0,16.2684,100.0,Modelled destination drive-time isochrone from OpenStreetMap road-network data; not an observed customer-origin catchment and not live-traffic based
44,Mohammed Bin Zayed City,10,84.3407,34.1908,40.5389,50.1499,59.4611,Modelled destination drive-time isochrone from OpenStreetMap road-network data; not an observed customer-origin catchment and not live-traffic based
44,Mohammed Bin Zayed City,15,222.5525,198.202,89.0585,24.3505,10.9415,Modelled destination drive-time isochrone from OpenStreetMap road-network data; not an observed customer-origin catchment and not live-traffic based
31,Nad Al Sheba,5,14.124,0.0,0.0,14.124,100.0,Modelled destination drive-time isochrone from OpenStreetMap road-network data; not an observed customer-origin catchment and not live-traffic based
31,Nad Al Sheba,10,69.8739,5.0917,7.2871,64.7821,92.7129,Modelled destination drive-time isochrone from OpenStreetMap road-network data; not an observed customer-origin catchment and not live-traffic based
31,Nad Al Sheba,15,250.0147,133.3398,53.3328,116.6749,46.6672,Modelled destination drive-time isochrone from OpenStreetMap road-network data; not an observed customer-origin catchment and not live-traffic based
52,Noya Plaza,5,4.2488,0.0,0.0,4.2488,100.0,Modelled destination drive-time isochrone from OpenStreetMap road-network data; not an observed customer-origin catchment and not live-traffic based
52,Noya Plaza,10,27.6288,25.3677,91.8162,2.2611,8.1838,Modelled destination drive-time isochrone from OpenStreetMap road-network data; not an observed customer-origin catchment and not live-traffic based
52,Noya Plaza,15,102.1934,101.6308,99.4495,0.5626,0.5505,Modelled destination drive-time isochrone from OpenStreetMap road-network data; not an observed customer-origin catchment and not live-traffic based
48,Ras Al Khaimah,5,16.9396,0.0,0.0,16.9396,100.0,Modelled destination drive-time isochrone from OpenStreetMap road-network data; not an observed customer-origin catchment and not live-traffic based
48,Ras Al Khaimah,10,82.1295,0.0,0.0,82.1295,100.0,Modelled destination drive-time isochrone from OpenStreetMap road-network data; not an observed customer-origin catchment and not live-traffic based
48,Ras Al Khaimah,15,212.073,0.0,0.0,212.073,100.0,Modelled destination drive-time isochrone from OpenStreetMap road-network data; not an observed customer-origin catchment and not live-traffic based
35,Shahama,5,11.986,0.0,0.0,11.986,100.0,Modelled destination drive-time isochrone from OpenStreetMap road-network data; not an observed customer-origin catchment and not live-traffic based
35,Shahama,10,61.6852,6.7492,10.9414,54.936,89.0586,Modelled destination drive-time isochrone from OpenStreetMap road-network data; not an observed customer-origin catchment and not live-traffic based
35,Shahama,15,219.1695,95.2817,43.474,123.8878,56.526,Modelled destination drive-time isochrone from OpenStreetMap road-network data; not an observed customer-origin catchment and not live-traffic based
42,Shakhbout City,5,30.6618,0.0,0.0,30.6618,100.0,Modelled destination drive-time isochrone from OpenStreetMap road-network data; not an observed customer-origin catchment and not live-traffic based
42,Shakhbout City,10,129.9432,53.4143,41.1059,76.5289,58.8941,Modelled destination drive-time isochrone from OpenStreetMap road-network data; not an observed customer-origin catchment and not live-traffic based
42,Shakhbout City,15,344.9102,318.9448,92.4718,25.9654,7.5282,Modelled destination drive-time isochrone from OpenStreetMap road-network data; not an observed customer-origin catchment and not live-traffic based
34,Westyas Branch,5,8.7625,0.0,0.0,8.7625,100.0,Modelled destination drive-time isochrone from OpenStreetMap road-network data; not an observed customer-origin catchment and not live-traffic based
34,Westyas Branch,10,40.4379,26.9903,66.745,13.4476,33.255,Modelled destination drive-time isochrone from OpenStreetMap road-network data; not an observed customer-origin catchment and not live-traffic based
34,Westyas Branch,15,143.3483,125.6792,87.674,17.6691,12.326,Modelled destination drive-time isochrone from OpenStreetMap road-network data; not an observed customer-origin catchment and not live-traffic based
49,Zawaya Walk,5,21.0575,0.0,0.0,21.0575,100.0,Modelled destination drive-time isochrone from OpenStreetMap road-network data; not an observed customer-origin catchment and not live-traffic based
49,Zawaya Walk,10,114.6085,55.3343,48.2811,59.2742,51.7189,Modelled destination drive-time isochrone from OpenStreetMap road-network data; not an observed customer-origin catchment and not live-traffic based
49,Zawaya Walk,15,294.4264,243.9428,82.8536,50.4836,17.1464,Modelled destination drive-time isochrone from OpenStreetMap road-network data; not an observed customer-origin catchment and not live-traffic based
47,Zayed International Airport,5,2.8633,0.0,0.0,2.8633,100.0,Modelled destination drive-time isochrone from OpenStreetMap road-network data; not an observed customer-origin catchment and not live-traffic based
47,Zayed International Airport,10,26.9405,26.3747,97.8997,0.5658,2.1003,Modelled destination drive-time isochrone from OpenStreetMap road-network data; not an observed customer-origin catchment and not live-traffic based
47,Zayed International Airport,15,142.2965,142.1231,99.8782,0.1734,0.1218,Modelled destination drive-time isochrone from OpenStreetMap road-network data; not an observed customer-origin catchment and not live-traffic based
