h3_cell,h3_resolution,centroid_latitude,centroid_longitude,cell_area_km2,estimated_population_2025,estimated_population_density_per_km2,bedashing_10min_covered_pct,coverage_gap_pct,nearest_branch_id,nearest_branch_name,nearest_branch_distance_km,observed_competitors_within_3km,observed_direct_competitors_within_3km,observed_adjacent_competitors_within_3km,observed_competitor_reviews_within_3km,observed_competitor_mean_rating_within_3km,market_anchor_name,market_anchor_address,population_score,coverage_gap_score,market_activity_score,competition_headroom_score,opportunity_score,recommendation,confidence_score,confidence_level,recommendation_explanation,population_data_scope,competitor_data_scope,catchment_data_scope
8743acc5cffffff,7,25.427560993642587,55.5170783436983,4.709,26833.33,5698.32,0.0,100.0,50,Al Jada,12.614,0,0,0,0,,,,99.76568132660418,100.0,45.33165104542177,54.659336697909154,84.9,GROW,70,MEDIUM,"Strongest signals: coverage gap and population; main constraint: market activity. Internal income, rent, footfall and customer-origin data are unavailable.",WorldPop Global2 R2025A v1; UAE constrained population count; 2025; approximately 100m; people per pixel,Observed Google Places competitors from the defined adaptive search; not an exhaustive UAE business census,Modelled 10-minute destination drive-time catchments using OpenRouteService and OpenStreetMap roads; not live traffic or observed customer origins
8743acc51ffffff,7,25.41598765406144,55.49845599965564,4.707,25611.42,5441.17,0.0,100.0,50,Al Jada,10.921,0,0,0,0,,,,99.60346070656092,100.0,45.33165104542177,54.659336697909154,84.84,GROW,70,MEDIUM,"Strongest signals: coverage gap and population; main constraint: market activity. Internal income, rent, footfall and customer-origin data are unavailable.",WorldPop Global2 R2025A v1; UAE constrained population count; 2025; approximately 100m; people per pixel,Observed Google Places competitors from the defined adaptive search; not an exhaustive UAE business census,Modelled 10-minute destination drive-time catchments using OpenRouteService and OpenStreetMap roads; not live traffic or observed customer origins
8743a8923ffffff,7,25.3980176524145,56.35155168467461,4.7442,25302.94,5333.47,0.0,100.0,51,Al Taif Mall,30.997,0,0,0,0,,,,99.58543619322279,100.0,45.33165104542177,54.659336697909154,84.83,GROW,70,MEDIUM,"Strongest signals: coverage gap and population; main constraint: market activity. Internal income, rent, footfall and customer-origin data are unavailable.",WorldPop Global2 R2025A v1; UAE constrained population count; 2025; approximately 100m; people per pixel,Observed Google Places competitors from the defined adaptive search; not an exhaustive UAE business census,Modelled 10-minute destination drive-time catchments using OpenRouteService and OpenStreetMap roads; not live traffic or observed customer origins
8743acc11ffffff,7,25.33500115026103,55.368347926930824,4.6928,22333.86,4759.16,0.0,100.0,49,Zawaya Walk,6.162,26,23,3,10121,4.5385,The Act Hotel - Sharjah,89QP+QM8 Water front - Corniche St - Al Majaz 1 - Al Majaz - Sharjah,99.098774333093,100.0,97.98125450612834,3.2354001441961064,84.82,GROW,70,MEDIUM,"Strongest signals: coverage gap and population; main constraint: competition headroom. Internal income, rent, footfall and customer-origin data are unavailable.",WorldPop Global2 R2025A v1; UAE constrained population count; 2025; approximately 100m; people per pixel,Observed Google Places competitors from the defined adaptive search; not an exhaustive UAE business census,Modelled 10-minute destination drive-time catchments using OpenRouteService and OpenStreetMap roads; not live traffic or observed customer origins
8743acca0ffffff,7,25.271139696689502,55.338635374482514,4.6851,24818.22,5297.32,0.0,100.0,29,Mirdif 35,10.423,0,0,0,0,,,,99.51333813987023,100.0,45.33165104542177,54.659336697909154,84.8,GROW,70,MEDIUM,"Strongest signals: coverage gap and population; main constraint: market activity. Internal income, rent, footfall and customer-origin data are unavailable.",WorldPop Global2 R2025A v1; UAE constrained population count; 2025; approximately 100m; people per pixel,Observed Google Places competitors from the defined adaptive search; not an exhaustive UAE business census,Modelled 10-minute destination drive-time catchments using OpenRouteService and OpenStreetMap roads; not live traffic or observed customer origins
8743a13acffffff,7,24.99057836884312,55.14307807315948,4.6477,19619.95,4221.39,0.0,100.0,32,Jumeirah Park,5.873,15,4,11,2794,4.5067,Ritual Luxe Spa,"DIP, The Market - Dubai Investment Park First - Green Community Village - Dubai",98.43186733958184,100.0,95.36770007209805,7.435111751982697,84.79,GROW,70,MEDIUM,"Strongest signals: coverage gap and population; main constraint: competition headroom. Internal income, rent, footfall and customer-origin data are unavailable.",WorldPop Global2 R2025A v1; UAE constrained population count; 2025; approximately 100m; people per pixel,Observed Google Places competitors from the defined adaptive search; not an exhaustive UAE business census,Modelled 10-minute destination drive-time catchments using OpenRouteService and OpenStreetMap roads; not live traffic or observed customer origins
8743acc5effffff,7,25.407143962300722,55.52072335205028,4.7071,24474.0,5199.35,0.0,100.0,50,Al Jada,10.603,0,0,0,0,,,,99.42321557317952,100.0,45.33165104542177,54.659336697909154,84.77,GROW,70,MEDIUM,"Strongest signals: coverage gap and population; main constraint: market activity. Internal income, rent, footfall and customer-origin data are unavailable.",WorldPop Global2 R2025A v1; UAE constrained population count; 2025; approximately 100m; people per pixel,Observed Google Places competitors from the defined adaptive search; not an exhaustive UAE business census,Modelled 10-minute destination drive-time catchments using OpenRouteService and OpenStreetMap roads; not live traffic or observed customer origins
8743accd6ffffff,7,25.25013680100322,55.486805812005876,4.6899,21547.46,4594.42,0.0,100.0,29,Mirdif 35,5.768,7,6,1,1859,4.5,MIA BELLA BEAUTY LOUNGE,Khawaneej 1 - Al Khawaneej St - Al Khawaneej - Al Khawaneej 1 - Dubai,98.9185291997116,100.0,94.62869502523432,6.542898341744772,84.74,GROW,70,MEDIUM,"Strongest signals: coverage gap and population; main constraint: competition headroom. Internal income, rent, footfall and customer-origin data are unavailable.",WorldPop Global2 R2025A v1; UAE constrained population count; 2025; approximately 100m; people per pixel,Observed Google Places competitors from the defined adaptive search; not an exhaustive UAE business census,Modelled 10-minute destination drive-time catchments using OpenRouteService and OpenStreetMap roads; not live traffic or observed customer origins
8743acca5ffffff,7,25.29150270648966,55.33494575950572,4.6869,24145.76,5151.74,0.0,100.0,49,Zawaya Walk,10.45,0,0,0,0,,,,99.33309300648882,100.0,45.33165104542177,54.659336697909154,84.73,GROW,70,MEDIUM,"Strongest signals: coverage gap and population; main constraint: market activity. Internal income, rent, footfall and customer-origin data are unavailable.",WorldPop Global2 R2025A v1; UAE constrained population count; 2025; approximately 100m; people per pixel,Observed Google Places competitors from the defined adaptive search; not an exhaustive UAE business census,Modelled 10-minute destination drive-time catchments using OpenRouteService and OpenStreetMap roads; not live traffic or observed customer origins
8743accacffffff,7,25.294250354838493,55.375710730931374,4.6891,26579.77,5668.41,1.23,98.77,49,Zawaya Walk,6.75,41,28,13,13197,4.2854,"Ashtamudi Ladies Beauty Salon Al-Qusais, Best Salon and Beauty Parlour in Al-Qusais, Dubai",Obaidulla Building - S - 23 Damascus Street - Al Qusais - Al Qusais Industrial Area - Dubai,99.7296322999279,98.77,98.50396539293439,2.577505407354001,84.69,GROW,70,MEDIUM,"Strongest signals: population and coverage gap; main constraint: competition headroom. Internal income, rent, footfall and customer-origin data are unavailable.",WorldPop Global2 R2025A v1; UAE constrained population count; 2025; approximately 100m; people per pixel,Observed Google Places competitors from the defined adaptive search; not an exhaustive UAE business census,Modelled 10-minute destination drive-time catchments using OpenRouteService and OpenStreetMap roads; not live traffic or observed customer origins
8743acca4ffffff,7,25.27994398425365,55.316416695818134,4.6849,23023.05,4914.33,0.0,100.0,28,City Walk,10.156,0,0,0,0,,,,99.22494592645998,100.0,45.33165104542177,54.659336697909154,84.69,GROW,70,MEDIUM,"Strongest signals: coverage gap and population; main constraint: market activity. Internal income, rent, footfall and customer-origin data are unavailable.",WorldPop Global2 R2025A v1; UAE constrained population count; 2025; approximately 100m; people per pixel,Observed Google Places competitors from the defined adaptive search; not an exhaustive UAE business census,Modelled 10-minute destination drive-time catchments using OpenRouteService and OpenStreetMap roads; not live traffic or observed customer origins
8743acc53ffffff,7,25.395575493320184,55.50210571448132,4.7051,25677.78,5457.42,0.0,100.0,50,Al Jada,8.779,5,4,1,62,4.275,TheBeautySpot,9FCV+FPQ - Al Muwaihat 3 - Ajman,99.62148521989906,100.0,91.43835616438356,7.435111751982697,84.68,GROW,70,MEDIUM,"Strongest signals: coverage gap and population; main constraint: competition headroom. Internal income, rent, footfall and customer-origin data are unavailable.",WorldPop Global2 R2025A v1; UAE constrained population count; 2025; approximately 100m; people per pixel,Observed Google Places competitors from the defined adaptive search; not an exhaustive UAE business census,Modelled 10-minute destination drive-time catchments using OpenRouteService and OpenStreetMap roads; not live traffic or observed customer origins
8743a1312ffffff,7,24.99933393652518,55.12095751926164,4.6476,22134.83,4762.67,0.0,100.0,32,Jumeirah Park,6.339,2,2,0,157,4.55,MYSTT Hair & Beauty Salon,Gemz by Danube building - shop 2 - Al Asayel St - Jabal Ali First - Al Furjan - Dubai,99.06272530641672,100.0,92.0872386445566,8.29127613554434,84.68,GROW,70,MEDIUM,"Strongest signals: coverage gap and population; main constraint: competition headroom. Internal income, rent, footfall and customer-origin data are unavailable.",WorldPop Global2 R2025A v1; UAE constrained population count; 2025; approximately 100m; people per pixel,Observed Google Places competitors from the defined adaptive search; not an exhaustive UAE business census,Modelled 10-minute destination drive-time catchments using OpenRouteService and OpenStreetMap roads; not live traffic or observed customer origins
8743a8d76ffffff,7,25.057060499677423,56.346033870987874,4.7098,22555.58,4789.03,0.0,100.0,51,Al Taif Mall,7.33,0,0,0,0,,,,99.13482335976929,100.0,45.33165104542177,54.659336697909154,84.65,GROW,70,MEDIUM,"Strongest signals: coverage gap and population; main constraint: market activity. Internal income, rent, footfall and customer-origin data are unavailable.",WorldPop Global2 R2025A v1; UAE constrained population count; 2025; approximately 100m; people per pixel,Observed Google Places competitors from the defined adaptive search; not an exhaustive UAE business census,Modelled 10-minute destination drive-time catchments using OpenRouteService and OpenStreetMap roads; not live traffic or observed customer origins
8743a13a8ffffff,7,24.98181930381414,55.16519605013515,4.6479,21028.05,4524.19,0.0,100.0,32,Jumeirah Park,6.376,15,7,8,2020,4.58,Ritual Luxe Spa,"DIP, The Market - Dubai Investment Park First - Green Community Village - Dubai",98.73828406633021,100.0,94.73684210526315,6.308579668348954,84.65,GROW,70,MEDIUM,"Strongest signals: coverage gap and population; main constraint: competition headroom. Internal income, rent, footfall and customer-origin data are unavailable.",WorldPop Global2 R2025A v1; UAE constrained population count; 2025; approximately 100m; people per pixel,Observed Google Places competitors from the defined adaptive search; not an exhaustive UAE business census,Modelled 10-minute destination drive-time catchments using OpenRouteService and OpenStreetMap roads; not live traffic or observed customer origins
8743acc08ffffff,7,25.39010172252919,55.42038466007787,4.7007,20261.88,4310.37,0.0,100.0,49,Zawaya Walk,6.676,12,11,1,3840,4.5273,Sharjah Ladies Club,Al Qulayaa Building - Corniche St - near Radisson Blu Hotel - Al Seef - Sharjah,98.50396539293439,100.0,96.05263157894737,5.245133381398702,84.6,GROW,70,MEDIUM,"Strongest signals: coverage gap and population; main constraint: competition headroom. Internal income, rent, footfall and customer-origin data are unavailable.",WorldPop Global2 R2025A v1; UAE constrained population count; 2025; approximately 100m; people per pixel,Observed Google Places competitors from the defined adaptive search; not an exhaustive UAE business census,Modelled 10-minute destination drive-time catchments using OpenRouteService and OpenStreetMap roads; not live traffic or observed customer origins
8743a13adffffff,7,25.002086488455657,55.1614733574165,4.6498,20317.6,4369.59,0.0,100.0,32,Jumeirah Park,4.147,28,13,15,4572,4.5929,The Salon | Al Furjan,Manor Hotel - Mina Jebel Ali - Al Furjan - Dubai,98.52198990627254,100.0,96.3410237923576,4.866618601297764,84.59,GROW,70,MEDIUM,"Strongest signals: coverage gap and population; main constraint: competition headroom. Internal income, rent, footfall and customer-origin data are unavailable.",WorldPop Global2 R2025A v1; UAE constrained population count; 2025; approximately 100m; people per pixel,Observed Google Places competitors from the defined adaptive search; not an exhaustive UAE business census,Modelled 10-minute destination drive-time catchments using OpenRouteService and OpenStreetMap roads; not live traffic or observed customer origins
8743accc3ffffff,7,25.30513726488578,55.53891569869225,4.6978,21326.93,4539.73,0.0,100.0,50,Al Jada,6.134,3,3,0,132,4.3,صالون شيخة للتجميل والمكياج الشارقة القرائن @shaikhaartist,71st St - Al Qarayen 2 - Sharjah,98.8644556596972,100.0,91.95205479452055,7.876712328767123,84.52,GROW,70,MEDIUM,"Strongest signals: coverage gap and population; main constraint: competition headroom. Internal income, rent, footfall and customer-origin data are unavailable.",WorldPop Global2 R2025A v1; UAE constrained population count; 2025; approximately 100m; people per pixel,Observed Google Places competitors from the defined adaptive search; not an exhaustive UAE business census,Modelled 10-minute destination drive-time catchments using OpenRouteService and OpenStreetMap roads; not live traffic or observed customer origins
8743ac565ffffff,7,25.310518311255244,55.6206047600145,4.7022,21102.1,4487.73,0.0,100.0,50,Al Jada,14.175,0,0,0,0,,,,98.77433309300649,100.0,45.33165104542177,54.659336697909154,84.51,GROW,70,MEDIUM,"Strongest signals: coverage gap and population; main constraint: market activity. Internal income, rent, footfall and customer-origin data are unavailable.",WorldPop Global2 R2025A v1; UAE constrained population count; 2025; approximately 100m; people per pixel,Observed Google Places competitors from the defined adaptive search; not an exhaustive UAE business census,Modelled 10-minute destination drive-time catchments using OpenRouteService and OpenStreetMap roads; not live traffic or observed customer origins
8743ac192ffffff,7,25.322057434685203,55.639233691799404,4.7042,21094.11,4484.11,0.0,100.0,50,Al Jada,16.017,0,0,0,0,,,,98.75630857966836,100.0,45.33165104542177,54.659336697909154,84.5,GROW,70,MEDIUM,"Strongest signals: coverage gap and population; main constraint: market activity. Internal income, rent, footfall and customer-origin data are unavailable.",WorldPop Global2 R2025A v1; UAE constrained population count; 2025; approximately 100m; people per pixel,Observed Google Places competitors from the defined adaptive search; not an exhaustive UAE business census,Modelled 10-minute destination drive-time catchments using OpenRouteService and OpenStreetMap roads; not live traffic or observed customer origins
8743accc9ffffff,7,25.33977532844699,55.59475117493422,4.7039,20985.49,4461.31,0.0,100.0,50,Al Jada,11.766,0,0,0,0,,,,98.70223503965393,100.0,45.33165104542177,54.659336697909154,84.48,GROW,70,MEDIUM,"Strongest signals: coverage gap and population; main constraint: market activity. Internal income, rent, footfall and customer-origin data are unavailable.",WorldPop Global2 R2025A v1; UAE constrained population count; 2025; approximately 100m; people per pixel,Observed Google Places competitors from the defined adaptive search; not an exhaustive UAE business census,Modelled 10-minute destination drive-time catchments using OpenRouteService and OpenStreetMap roads; not live traffic or observed customer origins
8743acc09ffffff,7,25.401676112004345,55.43897620869837,4.7028,24358.32,5179.58,0.0,100.0,49,Zawaya Walk,7.958,9,8,1,110,4.5889,Ayur spa,9FJ2+7J8 - Nuaimiya St - 2 Al Nuaimia - Ajman,99.35111751982696,100.0,91.81687094448449,6.119322278298486,84.43,GROW,70,MEDIUM,"Strongest signals: coverage gap and population; main constraint: competition headroom. Internal income, rent, footfall and customer-origin data are unavailable.",WorldPop Global2 R2025A v1; UAE constrained population count; 2025; approximately 100m; people per pixel,Observed Google Places competitors from the defined adaptive search; not an exhaustive UAE business census,Modelled 10-minute destination drive-time catchments using OpenRouteService and OpenStreetMap roads; not live traffic or observed customer origins
8743acc5affffff,7,25.39829670356437,55.54298797644273,4.7073,20508.93,4356.84,0.0,100.0,50,Al Jada,10.84,0,0,0,0,,,,98.57606344628695,100.0,45.33165104542177,54.659336697909154,84.43,GROW,70,MEDIUM,"Strongest signals: coverage gap and population; main constraint: market activity. Internal income, rent, footfall and customer-origin data are unavailable.",WorldPop Global2 R2025A v1; UAE constrained population count; 2025; approximately 100m; people per pixel,Observed Google Places competitors from the defined adaptive search; not an exhaustive UAE business census,Modelled 10-minute destination drive-time catchments using OpenRouteService and OpenStreetMap roads; not live traffic or observed customer origins
8743a8914ffffff,7,25.325104353784543,56.34290586781999,4.7365,19955.16,4213.03,0.0,100.0,51,Al Taif Mall,22.846,0,0,0,0,,,,98.48594087959624,100.0,45.33165104542177,54.659336697909154,84.39,GROW,70,MEDIUM,"Strongest signals: coverage gap and population; main constraint: market activity. Internal income, rent, footfall and customer-origin data are unavailable.",WorldPop Global2 R2025A v1; UAE constrained population count; 2025; approximately 100m; people per pixel,Observed Google Places competitors from the defined adaptive search; not an exhaustive UAE business census,Modelled 10-minute destination drive-time catchments using OpenRouteService and OpenStreetMap roads; not live traffic or observed customer origins
8743ac09bffffff,7,25.285573304454072,55.873090959022875,4.7113,19847.7,4212.75,0.0,100.0,50,Al Jada,39.702,0,0,0,0,,,,98.44989185291996,100.0,45.33165104542177,54.659336697909154,84.38,GROW,70,MEDIUM,"Strongest signals: coverage gap and population; main constraint: market activity. Internal income, rent, footfall and customer-origin data are unavailable.",WorldPop Global2 R2025A v1; UAE constrained population count; 2025; approximately 100m; people per pixel,Observed Google Places competitors from the defined adaptive search; not an exhaustive UAE business census,Modelled 10-minute destination drive-time catchments using OpenRouteService and OpenStreetMap roads; not live traffic or observed customer origins
8743acccdffffff,7,25.34862896194508,55.57250579516445,4.7037,19576.02,4161.81,0.0,100.0,50,Al Jada,9.864,0,0,0,0,,,,98.37779379956741,100.0,45.33165104542177,54.659336697909154,84.35,GROW,70,MEDIUM,"Strongest signals: coverage gap and population; main constraint: market activity. Internal income, rent, footfall and customer-origin data are unavailable.",WorldPop Global2 R2025A v1; UAE constrained population count; 2025; approximately 100m; people per pixel,Observed Google Places competitors from the defined adaptive search; not an exhaustive UAE business census,Modelled 10-minute destination drive-time catchments using OpenRouteService and OpenStreetMap roads; not live traffic or observed customer origins
8743a13a5ffffff,7,24.987823055107096,55.102575215752076,4.6455,19385.63,4172.96,0.0,100.0,32,Jumeirah Park,8.567,1,1,0,25,4.1,SHABAB JABAL ALI GEN'S SALON,Ali Industrial - Jabal Ali Industrial First - Jebel Ali Industrial Area - Dubai,98.30569574621485,100.0,91.11391492429705,8.904109589041095,84.32,GROW,70,MEDIUM,"Strongest signals: coverage gap and population; main constraint: competition headroom. Internal income, rent, footfall and customer-origin data are unavailable.",WorldPop Global2 R2025A v1; UAE constrained population count; 2025; approximately 100m; people per pixel,Observed Google Places competitors from the defined adaptive search; not an exhaustive UAE business census,Modelled 10-minute destination drive-time catchments using OpenRouteService and OpenStreetMap roads; not live traffic or observed customer origins
8743a13a1ffffff,7,24.979071323089602,55.12469156092597,4.6457,19300.41,4154.46,0.0,100.0,32,Jumeirah Park,7.87,0,0,0,0,,,,98.28767123287672,100.0,45.33165104542177,54.659336697909154,84.31,GROW,70,MEDIUM,"Strongest signals: coverage gap and population; main constraint: market activity. Internal income, rent, footfall and customer-origin data are unavailable.",WorldPop Global2 R2025A v1; UAE constrained population count; 2025; approximately 100m; people per pixel,Observed Google Places competitors from the defined adaptive search; not an exhaustive UAE business census,Modelled 10-minute destination drive-time catchments using OpenRouteService and OpenStreetMap roads; not live traffic or observed customer origins
8743acc52ffffff,7,25.384007975715786,55.48349694521579,4.7031,27240.81,5792.11,0.0,100.0,50,Al Jada,7.214,48,34,14,1138,4.3932,Nails corner saloon,9FG4+JQF - Ajman,99.81975486661861,100.0,93.97981254506128,1.8655371304974764,84.3,GROW,70,MEDIUM,"Strongest signals: coverage gap and population; main constraint: competition headroom. Internal income, rent, footfall and customer-origin data are unavailable.",WorldPop Global2 R2025A v1; UAE constrained population count; 2025; approximately 100m; people per pixel,Observed Google Places competitors from the defined adaptive search; not an exhaustive UAE business census,Modelled 10-minute destination drive-time catchments using OpenRouteService and OpenStreetMap roads; not live traffic or observed customer origins
8743a8d0cffffff,7,25.025257995168204,56.33066283285449,4.706,18555.73,3943.03,0.0,100.0,51,Al Taif Mall,10.577,0,0,0,0,,,,98.1434751261716,100.0,45.33165104542177,54.659336697909154,84.26,GROW,70,MEDIUM,"Strongest signals: coverage gap and population; main constraint: market activity. Internal income, rent, footfall and customer-origin data are unavailable.",WorldPop Global2 R2025A v1; UAE constrained population count; 2025; approximately 100m; people per pixel,Observed Google Places competitors from the defined adaptive search; not an exhaustive UAE business census,Modelled 10-minute destination drive-time catchments using OpenRouteService and OpenStreetMap roads; not live traffic or observed customer origins
