competitor_place_id,competitor_name,competitor_tier,observed_search_type,primary_type,primary_type_display,types,address,latitude,longitude,rating,review_count,business_status,phone,website,google_maps_url,opening_hours,source,retrieved_at
ChIJCUUESVVrXz4RZD1qHUcCgGg,InterContinental Dubai Marina by IHG,ADJACENT,spa,hotel,Hotel,"hotel, massage_spa, resort_hotel, wedding_venue, convention_center, massage, spa, event_venue, lodging, restaurant, food, point_of_interest, service, establishment",King Salman Bin Abdulaziz Al Saud St - Dubai Marina - Dubai,25.0785488,55.137938899999995,4.8,11058.0,OPERATIONAL,+971 4 446 6777,https://www.ihg.com/intercontinental/hotels/gb/en/dubai/dxbpl/hoteldetail?cm_mmc=GoogleMaps-_-IC-_-AE-_-DXBPL,https://maps.google.com/?cid=7530021081422904676&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA,,Google Places API (New) adaptive Nearby Search,2026-09-02T15:35:56+00:00
ChIJiylT1ikVXz4Re2wDPZeVVIo,Hilton Dubai Jumeirah,ADJACENT,spa,resort_hotel,Resort hotel,"resort_hotel, wedding_venue, hotel, spa, event_venue, lodging, point_of_interest, service, establishment",Tower A The Walk - Dubai Marina - Jumeirah Beach Residence - Dubai,25.0785373,55.1340691,4.6,10341.0,OPERATIONAL,+971 4 318 2999,https://www.hilton.com/en/hotels/dxbjbhi-hilton-dubai-jumeirah/?SEO_id=GMB-EMEA-HI-DXBJBHI,https://maps.google.com/?cid=9967756352073985147&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA,,Google Places API (New) adaptive Nearby Search,2026-09-02T15:35:56+00:00
ChIJW4eo-VFCXz4RieFckb95Wqo,Four Seasons Resort Dubai at Jumeirah Beach,ADJACENT,spa,hotel,Hotel,"hotel, wedding_venue, wellness_center, resort_hotel, spa, extended_stay_hotel, lodging, event_venue, service, health, point_of_interest, establishment",Jumeira St - Jumeira Second - Jumeirah 2 - Dubai,25.2023141,55.2402131,4.7,9631.0,OPERATIONAL,+971 4 270 7777,https://www.fourseasons.com/dubaijb/?utm_source=google&utm_medium=organicsearch&utm_campaign=tor-bal-hre-mid-seo-na&utm_content=na-na&utm_term=na,https://maps.google.com/?cid=12275257598036205961&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA,,Google Places API (New) Nearby Search,2026-09-02T15:22:51+00:00
ChIJPdTUEzBoXz4Rrslyy-2ko0s,DoubleTree by Hilton Dubai - Business Bay,ADJACENT,spa,hotel,Hotel,"hotel, business_center, spa, lodging, event_venue, service, point_of_interest, establishment",Business Bay - Bay Square - Dubai,25.186585500000003,55.2803563,4.8,9376.0,OPERATIONAL,+971 4 551 1544,https://www.hilton.com/en/hotels/dxbbbdi-doubletree-dubai-business-bay/?SEO_id=GMB-EMEA-DI-DXBBBDI,https://maps.google.com/?cid=5450381315275934126&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA,,Google Places API (New) Nearby Search,2026-09-02T15:22:51+00:00
ChIJ0RRUsr1rXz4RlKp1lR4JqgU,"Hilton Garden Inn Dubai, Mall Avenue",ADJACENT,spa,hotel,Hotel,"hotel, business_center, spa, event_venue, lodging, point_of_interest, service, establishment",22nd St - Al Barsha First - Al Barsha - Dubai,25.1160008,55.1964896,4.6,8119.0,OPERATIONAL,+971 4 307 0707,https://www.hilton.com/en/hotels/dxbmegi-hilton-garden-inn-dubai-mall-avenue/?SEO_id=GMB-EMEA-GI-DXBMEGI,https://maps.google.com/?cid=408148743191636628&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA,,Google Places API (New) Nearby Search,2026-09-02T15:22:51+00:00
ChIJbURih5o3Xj4R4qP2Jcu8C8k,Metropolitan Al Mafraq Hotel,ADJACENT,spa,hotel,Hotel,"hotel, massage_spa, swimming_pool, wedding_venue, bar, gym, massage, spa, coffee_shop, cafe, event_venue, food_store, sports_activity_location, store, lodging, health, restaurant, food, point_of_interest, service, establishment",Shk. Maktoum Bin Rashid Rd - Shakhbout City - Al Mafraq - Abu Dhabi,24.3302514,54.6229908,4.3,6742.0,OPERATIONAL,+971 2 659 6666,https://www.metropolitanalmafraq.com/,https://maps.google.com/?cid=14486880207068636130&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA,,Google Places API (New) Nearby Search,2026-09-02T15:22:51+00:00
ChIJ22xMClVmXj4R1L53MQnc3jM,Four Seasons Hotel Abu Dhabi at Al Maryah Island,ADJACENT,spa,hotel,Hotel,"hotel, extended_stay_hotel, resort_hotel, wedding_venue, spa, event_venue, lodging, point_of_interest, service, establishment",Abu Dhabi Global Market - Second St - Al Maryah Island - MI1 - Abu Dhabi,24.5026743,54.3877831,4.7,6255.0,OPERATIONAL,+971 2 333 2222,https://www.fourseasons.com/abudhabi/?utm_source=google&utm_medium=organicsearch&utm_campaign=tor-abs-hre-mid-seo-na&utm_content=na-na&utm_term=na,https://maps.google.com/?cid=3737666672806837972&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA,,Google Places API (New) Nearby Search,2026-09-02T15:22:51+00:00
ChIJExptfb5rXz4RXgQyomkL6lI,Two Seasons Hotel & Apartments,ADJACENT,spa,hotel,Hotel,"hotel, spa, sports_activity_location, lodging, restaurant, food, point_of_interest, service, establishment",Sheikh Zayed Rd - Al Safouh Second - Dubai Internet City - Dubai,25.1028982,55.1724698,4.4,6242.0,OPERATIONAL,+971 4 399 6666,http://www.2seasonshotels.com/,https://maps.google.com/?cid=5974600403981042782&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA,Monday: Open 24 hours | Tuesday: Open 24 hours | Wednesday: Open 24 hours | Thursday: Open 24 hours | Friday: Open 24 hours | Saturday: Open 24 hours | Sunday: Open 24 hours,Google Places API (New) Nearby Search,2026-09-02T15:22:51+00:00
ChIJtVkyz-ZlXj4ReMihoxjPp7M,"Royal Rose Hotel Abu Dhabi, Curio Collection by Hilton",ADJACENT,spa,hotel,Hotel,"hotel, banquet_hall, wedding_venue, spa, event_venue, lodging, point_of_interest, service, establishment",1025 Zayed The First St - Al Danah - Al Markaziyah District - Abu Dhabi,24.493274,54.372932,4.4,6212.0,OPERATIONAL,+971 2 672 4000,https://www.hilton.com/en/hotels/auhrrqq-royal-rose-abu-dhabi/?SEO_id=GMB-EMEA-QQ-AUHRRQQ,https://maps.google.com/?cid=12945543358631233656&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA,,Google Places API (New) Nearby Search,2026-09-02T15:22:51+00:00
ChIJ21OyfVRmXj4RVMDJkavATHQ,Rosewood Abu Dhabi,ADJACENT,spa,hotel,Hotel,"hotel, fitness_center, banquet_hall, wedding_venue, bar, gym, spa, event_venue, sports_activity_location, lodging, health, restaurant, food, point_of_interest, service, establishment",Zayed the First Street - Al Maryah Island - MI1 - Abu Dhabi,24.4997739,54.3878651,4.7,6087.0,OPERATIONAL,+971 2 813 5550,https://www.rosewoodhotels.com/en/abu-dhabi,https://maps.google.com/?cid=8380284849747509332&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA,Monday: Open 24 hours | Tuesday: Open 24 hours | Wednesday: Open 24 hours | Thursday: Open 24 hours | Friday: Open 24 hours | Saturday: Open 24 hours | Sunday: Open 24 hours,Google Places API (New) Nearby Search,2026-09-02T15:22:51+00:00
ChIJCS1uoLtDXz4R8xPbD4VJNC8,Nikki Beach Resort & Spa Dubai,ADJACENT,spa,resort_hotel,Resort hotel,"resort_hotel, spa, hotel, lodging, point_of_interest, establishment",67W4+833 Pearl Jumeirah - Jumeira First - Dubai,25.2459644,55.2553722,4.6,5681.0,OPERATIONAL,+971 4 376 6000,https://dubai.nikkibeach.com/?utm_source=google_business_profile&utm_medium=organic,https://maps.google.com/?cid=3401424454417060851&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA,,Google Places API (New) Nearby Search,2026-09-02T15:22:51+00:00
ChIJt-FjuVcTXz4RNrJCgQbutrQ,DoubleTree by Hilton Dubai - Jumeirah Beach,ADJACENT,spa,resort_hotel,Resort hotel,"resort_hotel, business_center, hotel, spa, event_venue, lodging, point_of_interest, service, establishment",The Walk - Dubai Marina - Dubai,25.0727075,55.1286297,4.6,5664.0,OPERATIONAL,+971 4 453 3333,https://www.hilton.com/en/hotels/dxbthdi-doubletree-dubai-jumeirah-beach/?SEO_id=GMB-EMEA-DI-DXBTHDI,https://maps.google.com/?cid=13021857084294214198&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA,,Google Places API (New) adaptive Nearby Search,2026-09-02T15:35:56+00:00
ChIJwUxRUHBrXz4RtJtvjg7J4Bw,Naumi Hotel Dubai,ADJACENT,spa,hotel,Hotel,"hotel, mediterranean_restaurant, spa, lodging, restaurant, food, point_of_interest, establishment",Al Khareef 1st Street - شارع الشيخ زايد - الثنيه الأولى - Barsha Heights - دبي,25.0990053,55.17286850000001,4.5,5502.0,OPERATIONAL,+971 4 567 2222,http://www.naumihotels.com/naumi-hotel-dubai,https://maps.google.com/?cid=2080884092201573300&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA,Monday: Open 24 hours | Tuesday: Open 24 hours | Wednesday: Open 24 hours | Thursday: Open 24 hours | Friday: Open 24 hours | Saturday: Open 24 hours | Sunday: Open 24 hours,Google Places API (New) Nearby Search,2026-09-02T15:22:51+00:00
ChIJn0SrXtNrXz4RMlA4gleIvxU,Media One Hotel,ADJACENT,spa,hotel,Hotel,"hotel, sports_bar, coworking_space, lounge_bar, bar, spa, night_club, lodging, restaurant, food, point_of_interest, establishment",Al Falak St - Media 1 Tower - Exit 32 - Al Safouh Second - Dubai Media City - دبي,25.0898257,55.1522577,4.3,5408.0,OPERATIONAL,+971 4 427 1000,https://www.mediaonehotel.com/,https://maps.google.com/?cid=1567121104776482866&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA,Monday: Open 24 hours | Tuesday: Open 24 hours | Wednesday: Open 24 hours | Thursday: Open 24 hours | Friday: Open 24 hours | Saturday: Open 24 hours | Sunday: Open 24 hours,Google Places API (New) adaptive Nearby Search,2026-09-02T15:35:56+00:00
ChIJZThe-mBmXj4R0m9t6MKRRVk,Tryp by Wyndham Abu Dhabi,ADJACENT,spa,hotel,Hotel,"hotel, parking, spa, transportation_service, night_club, lodging, restaurant, food, point_of_interest, establishment",Khalifa Bin Zayed The First St - Al Danah - Zone 1 - Abu Dhabi,24.495655,54.3663352,4.3,5316.0,OPERATIONAL,+971 2 202 3555,http://tryphotelauh.com/,https://maps.google.com/?cid=6432707909077790674&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA,Monday: Open 24 hours | Tuesday: Open 24 hours | Wednesday: Open 24 hours | Thursday: Open 24 hours | Friday: Open 24 hours | Saturday: Open 24 hours | Sunday: Open 24 hours,Google Places API (New) Nearby Search,2026-09-02T15:22:51+00:00
ChIJSeWqXFYTXz4RbT0_dsIZWTA,JA Ocean View Hotel Jumeirah Beach,ADJACENT,spa,hotel,Hotel,"hotel, spa, lodging, point_of_interest, establishment",The Walk - Dubai Marina - Jumeirah Beach Residence - Dubai,25.073153599999998,55.1301375,4.5,5203.0,OPERATIONAL,+971 4 814 5599,https://www.jaresortshotels.com/dubai/ja-ocean-view-hotel?utm_source=google-local&utm_medium=organic&utm_campaign=gmb,https://maps.google.com/?cid=3483844109745995117&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA,Monday: Open 24 hours | Tuesday: Open 24 hours | Wednesday: Open 24 hours | Thursday: Open 24 hours | Friday: Open 24 hours | Saturday: Open 24 hours | Sunday: Open 24 hours,Google Places API (New) adaptive Nearby Search,2026-09-02T15:35:56+00:00
ChIJm8KuZNtpXz4RoA06ag1r5Tw,"Al Habtoor Palace, Preferred Hotels & Resorts",ADJACENT,spa,hotel,Hotel,"hotel, banquet_hall, business_center, wedding_venue, spa, lodging, event_venue, service, point_of_interest, establishment",Al Habtoor City - Sheikh Zayed Rd - Business Bay - Dubai,25.1832212,55.2540214,4.6,4818.0,OPERATIONAL,+971 4 435 5555,https://www.habtoorpalace.com/en,https://maps.google.com/?cid=4388031117303352736&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA,,Google Places API (New) Nearby Search,2026-09-02T15:22:51+00:00
ChIJlwuS98FFXj4RHlziQizgHi8,"The WB Abu Dhabi, Curio Collection by Hilton",ADJACENT,spa,hotel,Hotel,"hotel, banquet_hall, wedding_venue, spa, event_venue, lodging, point_of_interest, service, establishment",Yas Island - YS4 - Abu Dhabi,24.4896045,54.5985148,4.7,4449.0,OPERATIONAL,+971 2 815 0000,https://www.hilton.com/en/hotels/auhwbqq-the-wb-abu-dhabi-hotel/?SEO_id=GMB-EMEA-QQ-AUHWBQQ,https://maps.google.com/?cid=3395397649789246494&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA,,Google Places API (New) Nearby Search,2026-09-02T15:22:51+00:00
ChIJI6BjaVETXz4RSkZOXGwJiAY,Signature Hotel Apartments & Spa Marina,ADJACENT,spa,hotel,Hotel,"hotel, spa, lodging, restaurant, food, point_of_interest, establishment",349J+F9Q - near Sheikh Zayed Road - Dubai Marina - Dubai,25.0687915,55.1310457,4.6,4402.0,OPERATIONAL,+971 4 440 2888,https://www.signature1hotels.com/signature-hotel-apartments-and-spa-dubai-marina,https://maps.google.com/?cid=470636522069968458&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA,,Google Places API (New) Nearby Search,2026-09-02T15:22:51+00:00
ChIJRdPrEWFmXj4Rvlnp1T7Lwjo,Corniche Hotel Abu Dhabi,ADJACENT,spa,hotel,Hotel,"hotel, spa, lodging, point_of_interest, establishment",Khalifa Bin Zayed The First St - Al Danah - E7 - Abu Dhabi,24.494590100000003,54.3642781,4.2,4389.0,OPERATIONAL,+971 2 614 6000,https://abudhabi.corniche-hotels.com/,https://maps.google.com/?cid=4234170070418938302&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA,,Google Places API (New) Nearby Search,2026-09-02T15:22:51+00:00
ChIJ-wBScttpXz4RC_Y8SYLe7VU,Yinyang Connection Spa,ADJACENT,spa,massage_spa,Massage spa,"massage_spa, spa, massage, service, health, point_of_interest, establishment",Shop No 8 & 9 Al Ferdous 4 - Al Wasl Rd - Al Safa First - Dubai,25.1787664,55.2344422,4.8,4032.0,OPERATIONAL,+971 4 358 8838,https://yinyang.ae/day-spa-locations/best-spa-dubai/,https://maps.google.com/?cid=6191849713860146699&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA,Monday: 10:00 AM – 11:00 PM | Tuesday: 10:00 AM – 11:00 PM | Wednesday: 10:00 AM – 11:00 PM | Thursday: 10:00 AM – 11:00 PM | Friday: 10:00 AM – 11:00 PM | Saturday: 10:00 AM – 11:00 PM | Sunday: 10:00 AM – 11:00 PM,Google Places API (New) Nearby Search,2026-09-02T15:22:51+00:00
ChIJVfpdlgj59D4RVVR6CUwFKpM,DoubleTree by Hilton Fujairah City,ADJACENT,spa,hotel,Hotel,"hotel, business_center, spa, event_venue, lodging, point_of_interest, service, establishment",Al Maktoum Rd - Fujairah City Center - Fujairah,25.1202508,56.325092,4.7,3801.0,OPERATIONAL,+971 9 206 0600,https://www.hilton.com/en/hotels/fjrahdi-doubletree-fujairah-city/?SEO_id=GMB-EMEA-DI-FJRAHDI,https://maps.google.com/?cid=10604294096731919445&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA,,Google Places API (New) Nearby Search,2026-09-02T15:22:51+00:00
ChIJcd3K8NdDXz4RR1h8ZuKn2dQ,Yinyang Connection Platinum Spa Dubai Mall,ADJACENT,spa,massage_spa,Massage spa,"massage_spa, massage, spa, point_of_interest, service, establishment","Chinatown, Dubai Mall - opposite The Food Court - Burj Khalifa - Downtown Dubai - Dubai",25.196514999999998,55.2799347,4.9,3677.0,OPERATIONAL,+971 4 329 9666,https://yinyang.ae/day-spa-locations/best-spa-in-downtown-dubai/,https://maps.google.com/?cid=15337474596810807367&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA,Monday: 10:00 AM – 11:00 PM | Tuesday: 10:00 AM – 11:00 PM | Wednesday: 10:00 AM – 11:00 PM | Thursday: 10:00 AM – 11:00 PM | Friday: 10:00 AM – 12:00 AM | Saturday: 10:00 AM – 12:00 AM | Sunday: 10:00 AM – 12:00 AM,Google Places API (New) adaptive Nearby Search,2026-09-02T15:35:56+00:00
ChIJAb-qrqF29j4RGV7ZLpJclrc,Ras Al Khaimah Hotel,ADJACENT,spa,hotel,Hotel,"hotel, wedding_venue, spa, event_venue, bakery, sports_club, food_store, association_or_organization, store, lodging, food, point_of_interest, service, establishment","56, Khozam Street - Khuzam - Ras Al Khaimah",25.7691842,55.9385513,4.1,3197.0,OPERATIONAL,+971 7 236 2999,http://www.rasalkhaimahhotel.com/,https://maps.google.com/?cid=13228862738368388633&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA,Monday: Open 24 hours | Tuesday: Open 24 hours | Wednesday: Open 24 hours | Thursday: Open 24 hours | Friday: Open 24 hours | Saturday: Open 24 hours | Sunday: Open 24 hours,Google Places API (New) Nearby Search,2026-09-02T15:22:51+00:00
ChIJwx_IedtpXz4Rwt7XtQ0r7IU,Al Habtoor City,ADJACENT,spa,condominium_complex,Condominium complex,"condominium_complex, fine_dining_restaurant, spa, hotel, lodging, sports_complex, sports_activity_location, service, restaurant, food, point_of_interest, establishment",Al Habtoor City - شارع الشيخ زايد - الخليج التجاري - دبي,25.1841785,55.254316,4.6,2881.0,OPERATIONAL,+971 4 435 5544,https://www.alhabtoorcity.com/,https://maps.google.com/?cid=9650135439433522882&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA,Monday: Open 24 hours | Tuesday: Open 24 hours | Wednesday: Open 24 hours | Thursday: Open 24 hours | Friday: Open 24 hours | Saturday: Open 24 hours | Sunday: Open 24 hours,Google Places API (New) Nearby Search,2026-09-02T15:22:51+00:00
