official_store_id,official_branch_name,official_address,official_city,official_state,official_latitude,official_longitude,official_phone,official_booking_url,google_place_id,google_name,google_address,google_latitude,google_longitude,google_rating,google_review_count,google_business_status,google_primary_type,google_types,google_phone,google_website,google_maps_url,google_opening_hours,name_similarity,coordinate_distance_km,match_score,google_match_status,google_match_note,bedashing_source_url,google_source,retrieved_at
32,Jumeirah Park,"Shop 17 & 18, Jumeirah Park Club House - Jumeirah Park - Dubai",Dubai,Dubai,25.0410563,55.1644674,600 560 037,https://phorest.com/book/salons/bedashingjumeirahpark,ChIJ-0P7Jf1tXz4Rje7-0YFcM3Q,Bedashing Beauty Lounge Jumeirah Park,"Shop 17 & 18, Jumeirah Park Club House - الثنيه الخامسة - Jumeirah Park - دبي - United Arab Emirates",25.039154000000003,55.1659736,4.8,440.0,OPERATIONAL,beauty_salon,"beauty_salon, point_of_interest, service, establishment",+971 600 560037,https://bedashingbeauty.com/,https://maps.google.com/?cid=8373137844855565965&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Monday: 10:00 am – 9:00 pm | Tuesday: 10:00 am – 9:00 pm | Wednesday: 10:00 am – 9:00 pm | Thursday: 10:00 am – 9:00 pm | Friday: 10:00 am – 9:00 pm | Saturday: 10:00 am – 9:00 pm | Sunday: 10:00 am – 9:00 pm,1.0,0.2603,0.974,MATCHED,,https://bedashingbeauty.com/lounges/,Google Places API (New),2026-09-02T14:42:08+00:00
40,Khaleej Al Arabi,"Opposite Al Bateen Gardens, Next to Mubarak Bin Muhamad School, Khaleej Al Arabi Street, Between Al Falah and Defence Road, Abu Dhabi, UAE.",Abu Dhabi,Abu Dhabi,24.4730534,54.3737489,600 560 037,https://phorest.com/book/salons/dashingkhaleejalarabi,,,,,,,,,,,,,,,1.0,2.5639,0.7436,NO_CONFIDENT_MATCH,Google coordinate is more than 1.5 km from official coordinate,https://bedashingbeauty.com/lounges/,Google Places API (New),2026-09-02T14:42:08+00:00
41,Khalifa City A,"Villa 1, Casablanca Residence, Beside Mashreq Bank, Khalifa City A, Abu Dhabi, UAE",Abu Dhabi,Abu Dhabi,24.4400318,54.5989826,600 560 037,https://phorest.com/book/salons/dashingkhalifacity,ChIJew69Lv1FXj4RjK59U-COz1k,Bedashing Beauty Lounge Khalifa City A,Al Mireef St - Khalifa City - SE42 - Abu Dhabi - United Arab Emirates,24.439980499999997,54.598905599999995,4.5,2453.0,OPERATIONAL,beauty_salon,"beauty_salon, nail_salon, point_of_interest, service, establishment",+971 600 560037,http://www.bedashingbeauty.com/,https://maps.google.com/?cid=6471548283679256204&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Monday: 11:00 am – 9:00 pm | Tuesday: 11:00 am – 9:00 pm | Wednesday: 11:00 am – 9:00 pm | Thursday: 11:00 am – 9:00 pm | Friday: 11:00 am – 9:00 pm | Saturday: 11:00 am – 9:00 pm | Sunday: 11:00 am – 9:00 pm,1.0,0.0097,0.999,MATCHED,,https://bedashingbeauty.com/lounges/,Google Places API (New),2026-09-02T14:42:08+00:00
43,Ministries Complex,"Shop No - 3, ICT Building, Khalifa Park (Ministry Area), Beside Union National Bank, Abu Dhabi, UAE",Abu Dhabi,Abu Dhabi,24.4255478,54.4694026,600560037,https://phorest.com/book/salons/bedashingministryarea,ChIJRfTVvZVDXj4RZZRKmMGM9cs,Bedashing Beauty Lounge Ministries Complex,"Shop No. 3, ICT Building, Khalifa Park ,Ministry Area - المنتزه - شرق 48 - أبو ظبي - United Arab Emirates",24.432147,54.4647516,4.9,1214.0,OPERATIONAL,beauty_salon,"beauty_salon, point_of_interest, service, establishment",+971 600 560037,http://www.bedashingbeauty.com/,https://maps.google.com/?cid=14696807722105082981&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Monday: 11:00 am – 9:00 pm | Tuesday: 11:00 am – 9:00 pm | Wednesday: 11:00 am – 9:00 pm | Thursday: 11:00 am – 9:00 pm | Friday: 11:00 am – 9:00 pm | Saturday: 11:00 am – 9:00 pm | Sunday: 11:00 am – 9:00 pm,1.0,0.8719,0.9128,MATCHED,,https://bedashingbeauty.com/lounges/,Google Places API (New),2026-09-02T14:42:08+00:00
29,Mirdif 35,"Khansaheb Mirdif 35, Level 2, Unit L2 -10, Dubai, UAE",Dubai,Dubai,25.232337,55.433024,600560037,https://phorest.com/book/salons/dashingalwasl,ChIJJym1WZlgXz4RDU-v4mRhckE,Bedashing Beauty Lounge - Mirdif 35,"Mirdif 35, Level 2, unit L2-10, dubai - مردف - دبي - United Arab Emirates",25.2322986,55.4329599,4.5,817.0,OPERATIONAL,beauty_salon,"beauty_salon, point_of_interest, service, establishment",+971 600 560037,http://bedashingbeauty.com/,https://maps.google.com/?cid=4715938845738094349&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Monday: 10:00 am – 9:00 pm | Tuesday: 10:00 am – 9:00 pm | Wednesday: 10:00 am – 9:00 pm | Thursday: 10:00 am – 9:00 pm | Friday: 10:00 am – 9:00 pm | Saturday: 10:00 am – 9:00 pm | Sunday: 10:00 am – 9:00 pm,1.0,0.0077,0.9992,MATCHED,,https://bedashingbeauty.com/lounges/,Google Places API (New),2026-09-02T14:42:08+00:00
44,Mohammed Bin Zayed City,"Villa No: 5 69 Al Raqi St - Abu Dhabi, UAE",Abu Dhabi,Abu Dhabi,24.3663809,54.5403604,600 560 037,https://phorest.com/book/salons/dashingsprings,ChIJ1acVeH1HXj4RSli59C2hk2k,Bedashing Beauty Lounge Mohammad Bin Zayed City,69 شارع الرَاقِي - Mohamed Bin Zayed City - Z1 - Abu Dhabi - United Arab Emirates,24.3667831,54.5403404,4.4,831.0,OPERATIONAL,beauty_salon,"beauty_salon, point_of_interest, service, establishment",+971 600 560037,http://www.bedashingbeauty.com/,https://maps.google.com/?cid=7607601414310287434&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Monday: 11:00 am – 9:00 pm | Tuesday: 11:00 am – 9:00 pm | Wednesday: 11:00 am – 9:00 pm | Thursday: 11:00 am – 9:00 pm | Friday: 11:00 am – 9:00 pm | Saturday: 11:00 am – 9:00 pm | Sunday: 11:00 am – 9:00 pm,0.9565,0.0448,0.9694,MATCHED,,https://bedashingbeauty.com/lounges/,Google Places API (New),2026-09-02T14:42:08+00:00
31,Nad Al Sheba,"Nad Al Sheba Mall, Nad Al Sheba 3 - Dubai, Shop No. L2-048 - Dubai",Dubai,Dubai,25.2004324,55.3862638,600560037,https://phorest.com/book/salons/bedashingnadalsheba,,,,,,,,,,,,,,,1.0,4.841,0.7,NO_CONFIDENT_MATCH,Google coordinate is more than 1.5 km from official coordinate,https://bedashingbeauty.com/lounges/,Google Places API (New),2026-09-02T14:42:08+00:00
52,Noya Plaza,"Noya Plaza, East Yas - G 22 - Yas Island - YN7",Abu Dhabi,Abu Dhabi,24.4995864,54.625432,600 560 037,https://phorest.com/book/salons/abudhabiairport,ChIJ8ZtA3AhPXj4R9bv4hORDLjI,Bedashing Beauty Lounge Noya Plaza,"FJXG+R5 Noya Plaza, East Yas - G 22 - Yas Island - Al Dar Labour Village - Abu Dhabi - United Arab Emirates",24.4995625,54.6254375,4.7,209.0,OPERATIONAL,beauty_salon,"beauty_salon, point_of_interest, service, establishment",+971 600 560037,https://www.bedashingbeauty.com/,https://maps.google.com/?cid=3615902199587585013&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Monday: 10:00 am – 9:00 pm | Tuesday: 10:00 am – 9:00 pm | Wednesday: 10:00 am – 9:00 pm | Thursday: 10:00 am – 9:00 pm | Friday: 10:00 am – 9:00 pm | Saturday: 10:00 am – 9:00 pm | Sunday: 10:00 am – 9:00 pm,1.0,0.0027,0.9997,MATCHED,,https://bedashingbeauty.com/lounges/,Google Places API (New),2026-09-02T14:42:08+00:00
48,Ras Al Khaimah,"Villa 3, Sheikh Rashid Bin Saeed Al Maktoum Rd, Beside Al Neem City Center, Al Dhaith, Ras Al Khaimah.",Ras Al Khaimah.,Ras Al Khaimah.,25.7554573,55.9095698,600 560 037,https://phorest.com/book/salons/westyas,,,,,,,,,,,,,,,0.3529,1.1199,0.4998,NO_CONFIDENT_MATCH,name similarity below 0.65,https://bedashingbeauty.com/lounges/,Google Places API (New),2026-09-02T14:42:08+00:00
35,Shahama,"Abu Dhabi – Al Shahama Rd , Abu Dhabi",Abu Dhabi,Abu Dhabi,24.4317088,54.5521412,600 560 037,https://phorest.com/book/salons/dashingshahama,,,,,,,,,,,,,,,0.0,15.9075,0.1,NO_CONFIDENT_MATCH,name similarity below 0.65; Google coordinate is more than 1.5 km from official coordinate,https://bedashingbeauty.com/lounges/,Google Places API (New),2026-09-02T14:42:08+00:00
42,Shakhbout City,"Bedashing Beauty Lounge, Shakhbout City 3, Abu Dhabi, UAE",Abu Dhabi,Abu Dhabi,24.3481854,54.6238561,600 560 037,https://phorest.com/book/salons/bedashingnails,ChIJDbcz2A9tXz4RnqvVPtIP15c,Bedashing Beauty Lounge Shakhbout City,shakhbout city 3 - مدينة شخبوط - مدينة شخبوط 3 - أبو ظبي - United Arab Emirates,24.3481854,54.6238561,4.5,1267.0,OPERATIONAL,beauty_salon,"beauty_salon, point_of_interest, service, establishment",+971 600 560037,http://www.bedashingbeauty.com/,https://maps.google.com/?cid=10941231215391648670&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Monday: 11:00 am – 9:00 pm | Tuesday: 11:00 am – 9:00 pm | Wednesday: 11:00 am – 9:00 pm | Thursday: 11:00 am – 9:00 pm | Friday: 11:00 am – 9:00 pm | Saturday: 11:00 am – 9:00 pm | Sunday: 11:00 am – 9:00 pm,1.0,0.0,1.0,MATCHED,,https://bedashingbeauty.com/lounges/,Google Places API (New),2026-09-02T14:42:08+00:00
34,Westyas Branch,"Westyas Plaza, Yas Island, Abu Dhabi.",Abu Dhabi,Abu Dhabi,24.4934495,54.5870107,600 560 037,https://phorest.com/book/salons/dashingwestyas1,ChIJURfcOI9FXj4RQMm5phqBgY8,Bedashing Beauty Lounge West Yas,West Yas Plaza - جزيرة ياس - ياس جنوب 3 04 - أبو ظبي - United Arab Emirates,24.493492399999997,54.586836899999994,4.6,727.0,OPERATIONAL,beauty_salon,"beauty_salon, point_of_interest, service, establishment",+971 600 560037,http://bedashingbeauty.com/,https://maps.google.com/?cid=10340688170885695808&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Monday: 10:00 am – 9:00 pm | Tuesday: 10:00 am – 9:00 pm | Wednesday: 10:00 am – 9:00 pm | Thursday: 10:00 am – 9:00 pm | Friday: 10:00 am – 9:00 pm | Saturday: 10:00 am – 9:00 pm | Sunday: 10:00 am – 9:00 pm,0.9333,0.0182,0.9582,MATCHED,,https://bedashingbeauty.com/lounges/,Google Places API (New),2026-09-02T14:42:08+00:00
49,Zawaya Walk,Shop 32 & 33 - Zawaya Walk - University City Rd - Al Shahba - Sharjah,Sharjah,Sharjah,25.3306234,55.4294728,600 560 037,https://phorest.com/book/salons/bedashingzawayawalk,ChIJNY29cDNZXz4RT5H-KSCWfCo,Bedashing Beauty Lounge Zawaya Walk,Zawaya Walk - Shop 32 & 33 - طريق المدينة الجامعية - الشهباء - ضاحية مغيدر - الشارقة - United Arab Emirates,25.3306234,55.4294728,4.7,601.0,OPERATIONAL,beauty_salon,"beauty_salon, point_of_interest, service, establishment",+971 600 560037,https://www.bedashingbeauty.com/,https://maps.google.com/?cid=3061486911592763727&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Monday: 12:00 – 9:00 pm | Tuesday: 12:00 – 9:00 pm | Wednesday: 12:00 – 9:00 pm | Thursday: 12:00 – 9:00 pm | Friday: 12:00 – 9:00 pm | Saturday: 12:00 – 9:00 pm | Sunday: 12:00 – 9:00 pm,1.0,0.0,1.0,MATCHED,,https://bedashingbeauty.com/lounges/,Google Places API (New),2026-09-02T14:42:08+00:00
47,Zayed International Airport,"International Airport - Midfield Terminal, Abu Dhabi",Abu Dhabi,Abu Dhabi,24.4539811,54.627391,600 560 037,https://phorest.com/book/salons/abudhabiairport,ChIJD4c_XalPXj4RdqRn4Ir54qU,Bedashing Beauty Lounge - Zayed International Airport (AUH),Midfield Terminal - International Airport - RU2-068 - المطار - مطار زايد الدولي - أبو ظبي - United Arab Emirates,24.452771799999997,54.641142099999996,4.9,534.0,OPERATIONAL,beauty_salon,"beauty_salon, point_of_interest, service, establishment",,https://www.bedashingbeauty.com/,https://maps.google.com/?cid=11953390735860409462&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Monday: Open 24 hours | Tuesday: Open 24 hours | Wednesday: Open 24 hours | Thursday: Open 24 hours | Friday: Open 24 hours | Saturday: Open 24 hours | Sunday: Open 24 hours,0.931,1.3984,0.8188,MATCHED,,https://bedashingbeauty.com/lounges/,Google Places API (New),2026-09-02T14:42:08+00:00
